"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"국가9급","2015","사","안전관리론","1","지하 저장 탱크와 같이 산소가 불충분한 경우에 작업자가 착용해야 할 개인보호구는?","","보안면","방독마스크","송기마스크","방진마스크","3"
"국가9급","2015","사","안전관리론","2","위험물의 종류별 성질이 옳지 않은 것은?","","제1류 위험물 － 산화성 고체","제2류 위험물 － 자기반응성 물질","제3류 위험물 － 자연발화성 및 금수성 물질","제4류 위험물 － 인화성 액체","2"
"국가9급","2015","사","안전관리론","3","Lewin의 인간행동 법칙인 B = f(P·E)에서 개체 P에 해당되지 않는 것은?","","지능","연령","인간관계","심신상태","3"
"국가9급","2015","사","안전관리론","4","A급 화재에 대한 설명으로 옳은 것은?","","일반 가연물의 화재로 소화방법은 주로 물에 의한 냉각소화를 이용한다.","인화성 액체 등의 유류화재로 주로 질식효과를 적용하여 소화한다.","전기기기의 화재로 누전 등의 전기화재가 포함되어 전기 절연성을 갖는 소화재를 사용한다.","마그네슘 등의 금속화재로 소화에는 마른 모래 등이 효과적이다.","1"
"국가9급","2015","사","안전관리론","5","교통 안전관리에 대한 설명으로 옳은 것은?","","자동차가 빗길에서 주행하는 경우 발생하는 수막현상(Hydroplaning)은 속도가 빠를수록 일어나기 쉽다.","자동차 타이어 공기압이 낮을 경우 타이어의 마모가 가속화되지 않는다.","자동차 충돌 시 충격량이 일정한 경우 정지시간 또는 정지거리가 짧을수록 충격력은 작아진다.","자동차가 커브를 통과하는 경우 회전반경이 클수록 원심력이 강하게 작용된다.","1"
"국가9급","2015","사","안전관리론","6","잠재하는 위험요인의 문제 해결을 습관화하는 '위험예지훈련'의 4라운드를 순서대로 바르게 나열한 것은?","","본질추구 → 현상파악 → 대책수립 → 목표설정","현상파악 → 대책수립 → 본질추구 → 목표설정","현상파악 → 본질추구 → 대책수립 → 목표설정","목표설정 → 현상파악 → 본질추구 → 대책수립","3"
"국가9급","2015","사","안전관리론","7","안전보건표지 (가), (나), (다)의 의미로 옳은 것은?","O","비탈길경고 인화성물질경고 산화성물질경고","비탈길경고 산화성물질경고 부식성물질경고","낙하물경고 인화성물질경고 반응성물질경고","낙하물경고 산화성물질경고 부식성물질경고","4"
"국가9급","2015","사","안전관리론","8","화학무기 중 산소기능을 교란하고 미토콘드리아 기능을 방해하여 생명 에너지원을 차단하는 것은?","","혈액작용제","신경작용제","수포작용제","무능화작용제","1"
"국가9급","2015","사","안전관리론","9","시설물의 안전관리에 관한 특별법 시행령 상 안전점검 및 정밀안전진단의 실시 시기로 옳지 않은 것은?","","A등급의 정기점검은 반기에 1회 이상 실시한다.","B등급의 정밀점검은 건축물의 경우 3년에 1회 이상 실시한다.","C등급의 정밀점검은 건축물 외 시설물의 경우 2년에 1회 이상 실시한다.","D등급의 정밀안전진단은 5년에 1회 이상 실시한다.","4"
"국가9급","2015","사","안전관리론","10","시설물의 안전관리에 관한 특별법 시행령 상 제1종시설물이 아닌 것은?","","연장 500 m 이상의 철도교량","3차로 이상의 도로터널","16층 이상의 공동주택","1일 공급능력 3만톤 이상의 지방상수도","3"
