Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2013,3,인간공학개론,1,정상조명 하에서 100m거리에서 볼 수 있는 원형시계탑을 설계하고자 한다. 시계의 눈금 단위를 1분 간격으로 표시하고자 할 때 원형 문자판의 직경은 어느 정도가 가장 적합한가?,text_only,250cm,300cm,350cm,400cm,3
인간공학기사,2013,3,인간공학개론,2,다음 중 신호검출이론(SDT)과 관련이 없는 것은?,text_only,민감도는 신호와 소음분포의 평균 간의 거리이다.,신호검출이론 응용분야의 하나는 품질검사 능력의 측정이다.,신호검출이론이 적용될 수 있는 자극은 시각적 자극에 국한된다.,신호검출이론은 신호와 잡음을 구별할 수 있는 능력을 측정하기 위한 이론의 하나이다.,3
인간공학기사,2013,3,인간공학개론,3,다음 중 시스템 개발 단계에 있어 기본설계 과정에서 수행되는 인간공학 활동과 가장 거리가 먼 것은?,text_only,직무분석,인간성능요건 명세,표준시간 측정,인간의 기능 할당,3
인간공학기사,2013,3,인간공학개론,4,다음 중 추적 작업(Tracking Task)의 특징에 관한 설명으로 옳은 것은?,text_only,자동차의 증가시키는 추적 작업은 2차 제어에 속한다.,1초에 2회를 초과하여 수정해야 하는 경우 추적 작업에 어려움을 느낀다.,일반적으로 추정표시장치(Pursuit Display)가 보상표시장치(Compensatory Display)보다 오류가 많다.,보상표시장치(Compensatory Display)가 과녁(Target)과 제어요소(Controlled Element)가 모두 움직인다.,2
인간공학기사,2013,3,인간공학개론,5,다음 설명에 해당하는 것은?\n\n제어기구가 표시장치 옆에 설치될 때 표시장치의 지침은 대칭과 가장 가까운 쪽의 제어장치와 같은 방향으로 움직여 보인다.,O,Fitt's law,Hick's law,Weber's law,Warrick's principle,4
인간공학기사,2013,3,인간공학개론,6,다음 중 청각적 표시장치에 관한 설명으로 옳은 것은?,text_only,청각 신호의 지속시간은 최대 0.3초 이내로 한다.,소음이 심한 경우 귀 위치에서 신호강도는 110dB과 은폐가청역치의 중간정도가 적당한다.,즉각적인 행동이 요구될 때에는 청각적 표시장치보다 시각적 표시장치를 사용하는 것이 좋다.,신호의 검출도를 높이기 위해서는 소음 세기가 높은 영역의 주파수로 신호의 주파수를 바꾼다.,2
인간공학기사,2013,3,인간공학개론,7,인체 측정치의 적용 절차가 다음과 같을 때 순서를 가장 올바르게 나열한 것은?\n\n① 인체측정자료의 선택\n② 설계치수 결정\n③ 설계에 필요한 인체 치수의 결정\n④ 적절한 대규모 고려\n⑤ 모델에 의한 모의실험\n⑥ 인체자료 적용원리 결정\n⑦ 설비를 사용할 집단 정의,O,③ → ⑦ → ⑥ → ① → ④ → ② → ⑤,③ → ⑥ → ⑦ → ① → ④ → ⑤ → ②,① → ⑦ → ③ → ⑥ → ④ → ② → ⑤,① → ⑥ → ⑦ → ④ → ③ → ⑤ → ②,1
인간공학기사,2013,3,인간공학개론,8,다음 중 인간과 기계의 성능 비교에 관한 설명으로 옳은 것은?,text_only,장시간에 걸쳐 작업을 수행하는 데에는 기계가 인간보다 우수하다.,완전히 새로운 해결책을 찾아내는 데에는 기계가 인간보다 우수하다.,반복적인 작업을 신뢰성 있게 수행하는 데에는 인간이 기계보다 우수하다.,입력에 대하여 빠르고 일관되게 반응하는 데에는 인간이 기계보다 우수하다.,1
인간공학기사,2013,3,인간공학개론,9,다음과 같이 4가지 자극에 대하여 4가지 반응이 나타날 확률이 주어질 때 전달된 정보량은 얼마인가?\n\n| 구분 | 반응(Y) |\n| --- | --- | --- | --- | --- |\n|  | 1 | 2 | 3 | 4 |\n| 자극(X) | 1 | 0.25 | 0.0 | 0.0 | 0.0 |\n|  | 2 | 0.25 | 0.0 | 0.0 | 0.0 |\n|  | 3 | 0.0 | 0.0 | 0.25 | 0.0 |\n|  | 4 | 0.0 | 0.0 | 0.0 | 0.25 |,O,0.5bit,1.0bit,1.5bit,2.0bit,3
인간공학기사,2013,3,인간공학개론,10,인간의 감각기관 중 작업자가 가장 많이 사용하는 감각은?,text_only,시각,청각,촉각,미각,1
