Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2016,3,인간공학개론,1,Fitts의 법칙에 관한 설명으로 맞는 것은?,text_only,표적과 이동거리는 작업의 난이도와 소요이동시간과 무관하다.,"표적이 클수록, 이동거리가 짧을수록 작업의 난이도와 소요이동시간이 감소한다.","표적이 클수록, 이동거리가 길수록 작업의 난이도와 소요시간이 증가한다.",표적이 작을수록 이동거리가 짧을수록 작업의 난이도와 소요시간이 증가한다.,2
인간공학기사,2016,3,인간공학개론,2,인체측정의 구조적 치수 측정에 관한 설명으로 틀린 것은?,text_only,형태학적 측정을 의미한다.,나체 측정을 원칙으로 한다.,마틴식 인체측정 장치를 사용한다.,상지나 하지의 운동범위를 측정한다.,4
인간공학기사,2016,3,인간공학개론,3,청각적 표시장치에 관한 설명으로 맞는 것은?,text_only,청각 신호의 지속시간은 최대 0.3초 이내로 한다.,"청각 신호의 차원은 세기, 빈도, 지속기간으로 구성된다.",즉각적인 행동이 요구될 때에는 청각적 표시장치보다 시각적 표시장치를 사용하는 것이 좋다.,신호의 검출도를 높이기 위해서는 소음의 세기가 높은 영역의 주파수로 신호의 주파수를 바꾼다.,2
인간공학기사,2016,3,인간공학개론,4,인간-기계 시스템 설계 시 고려사항으로 적절하지 않은 것은?,text_only,시스템 설계 시 동작경제의 원칙에 만족되도록 고려하여야 한다.,대상 시스템이 배치될 환경조건이 인간의 한계치를 만족하는가의 여부를 조사한다.,단독의 기계에 대하여 수행해야 할 배치는 기계적 성능이 최대치가 되도록 해야 한다.,"시스템 설계의 성공적인 완료를 위해 조작의 능률성, 보족의 용이성, 제작의 경제성 측면이 검토되어야 한다.",3
인간공학기사,2016,3,인간공학개론,5,"남녀 공용으로 사용하는 의자의 높이를 조절식으로 설계하고자 한다. 표를 참고하여 좌판높이의 조절범위에 대한 기준값으로 가장 적당한 것은? (단, 5퍼센타일 계수는 1.645이다.)\n\n| 척도 | 남성오금높이 | 여성오금높이 |\n| --- | --- | --- |\n| 평균 | 41.3 | 38.0 |\n| 표준편차 | 1.9 | 1.7 |",O,(38.0-1.7×1.645) ~ (41.3+1.9×1.645),(38.0+1.7×1.645) ~ (41.3+1.9×1.645),(38.0-1.7×1.645) ~ (41.3-1.9×1.645),(38.0+1.7×1.645) ~ (41.3-1.9×1.645),1
인간공학기사,2016,3,인간공학개론,6,일반적인 시스템의 설계과정을 맞게 나열한 것은?,text_only,목표 및 성능명세 결정 → 체계의 정의 → 기본설계 → 계면설계 → 촉진물 설계 → 시험 및 평가,체계의 정의 → 목표 및 성능명세 결정 → 기본설계 → 계면설계 → 촉진물 설계 → 시험 및 평가,목표 및 성능명세 결정 → 체계의 정의 → 계면설계 → 촉진물 설계 → 기본설계 → 시험 및 평가,체계의 정의 → 목표 및 성능명세 결정 → 계면설계 → 촉진물 설계 → 기본설계 → 시험의 평가,1
인간공학기사,2016,3,인간공학개론,7,제어 시스템에서 제어장치에 의해 피제어 요소가 동작하지 않는 0점(null point) 주위에서의 제어동작 공간을 지칭하는 용어는?,text_only,백래쉬(back lash),사공간(dead space),0점공간(null space),조정공간(adjustment space),2
인간공학기사,2016,3,인간공학개론,8,"인간의 신뢰도가 70%, 기계의 신뢰도가 90%이면 인간과 기계가 직렬체계로 작업할 때의 신뢰도는 몇 % 인가?",text_only,30%,54%,63%,98%,3
인간공학기사,2016,3,인간공학개론,9,인간이 3차원 공간에서 깊이(depth)를 지각하기 위해 사용하는 단서로써 적절하지 않은 것은?,text_only,상대적 크기(relative size),시각적 탐색(visual search),직선조망(linear perspective),빛과 그림자(light and shadowing),2
인간공학기사,2016,3,인간공학개론,10,작업대 공간 배치의 원리와 거리가 먼 것은?,text_only,기능성의 원리,사용순서의 원리,중요도의 원리,오류방지의 원리,4
