"산업위생관리기사","2013","3","작업위생측정 및 평가","40","어느 작업장의 n-Hexane의 농도를 측정한 결과24.5ppm, 20.2ppm, 25.1ppm, 22.4ppm, 23.9ppm을 각각 얻었다. 기하평균치(ppm)는?","","23.2","23.8","24.2","24.8","1"
"산업위생관리기사","2013","3","작업환경관리대책","41","방진재료로 사용하는 방진고무의 장단점으로 틀린 것은?","","공기 중의 오존에 의해 산화된다.","내부마찰에 의한 발열 때문에 열화되고 내유 및 내열성이 약하다.","동적배율이 낮아 스프링 정수의 선택범위가 좁다.","고무자체의 내부마찰에 의해 저항을 얻을 수 있고 고주파 진동의 차진에 양호하다.","3"
"산업위생관리기사","2013","3","작업환경관리대책","42","방독마스크를 효과적으로 사용할 수 있는 작업으로 가장 적절한 것은?","","오래 방치된 우물 속의 작업","맨홀 작업","오래 방치된 정화조 내 작업","지상의 유해물질 중독 위험작업","4"
"산업위생관리기사","2013","3","작업환경관리대책","43","어느 유체관의 유속이 10m/sec이고 관의 반경이 15mm일 때 유량(m³/hr)은?","","약 25.5","약 27.5","약 29.5","약 31.5","1"
"산업위생관리기사","2013","3","작업환경관리대책","44","사무실 직원이 모두 퇴근한 6시30분에 CO₂ 농도는 1700ppm이였다. 4시간이 지난 후 다시 CO₂ 농도를 측정한 결과 CO₂ 농도는 800ppm 이었다면 이 사무실의 시간당 공기교환 횟수는? (단, 외부공기 중 CO₂ 농도는 330ppm)","","0.11","0.19","0.27","0.35","3"
"산업위생관리기사","2013","3","작업환경관리대책","45","송풍기 정압이 3.5cmH₂O 일 때 송풍기의 회전속도가 180rpm 이다. 만약 회전속도가 360rpm으로 증가되었다면 송풍기 정압은? (단, 기타 조건은 같다고 가정 함)","","16cmH₂O","14cmH₂O","12cmH₂O","10cmH₂O","2"
"산업위생관리기사","2013","3","작업환경관리대책","46","개인보호구에서 귀 덮개의 장점 중 틀린 것은?","","귀마개보다 높은 차음효과를 얻을 수 있다.","동일한 크기의 귀 덮개를 대부분의 근로자가 사용 할 수 있다.","귀에 염증이 있어도 사용할 수 있다.","고온에서 사용해도 불편이 없다.","4"
"산업위생관리기사","2013","3","작업환경관리대책","47","방사날개형 송풍기에 관한 설명으로 틀린 것은?","","고농도 분진함유 공기나 부식성이 강한 공기를 이송시키는 데 많이 이용된다.","깃이 평판으로 되어 있다.","가격이 저렴하고 효율이 높다.","깃의 구조가 분진을 자체 정화할 수 있도록 되어 있다.","3"
"산업위생관리기사","2013","3","작업환경관리대책","48","송풍량이 100m³/min, 송풍기 전압이 120mmH₂O, 송풍기 효율이 65%, 여유율이 1.25인 송풍기의 소요 동력은?","","6.0kW","5.2kW","4.5kW","3.8kW","4"
"산업위생관리기사","2013","3","작업환경관리대책","49","유해성 유기용매 A가 7m×14m×4m의 체적을 가진방에 저장되어 있다. 공기를 공급하기 전에 측정한 농도는 400ppm 이었다. 이 방으로 60m³/min의 공기를 공급한 후 노출기준인 100ppm으로 달성되는데 걸리는 시간은? (단, 유해성 유기용매 증발 중단, 공급공기의 유해성 유기용매 농도는 0, 완전혼합만 고려)","","약 3분","약 5분","약 7분","약 9분","4"
"산업위생관리기사","2013","3","작업환경관리대책","50","강제 환기를 실시할 때 환기효과를 제고시킬 수 있는 원칙으로 틀린 것은?","","오염물질 배출구는 가능한 한 오염원으로부터 가까운 곳에 설치하여 '점 환기'의 효과를 얻는다.","공기가 배출되면서 오염장소를 통과하도록 공기배출구와 유입구의 위치를 선정한다.","오염원 주위에 다른 작업 공정이 있으면 공기배출량을 공급량보다 약간 크게 하여 음압을 형성하여 주위 근로자에게 오염물질이 확산되지 않도록 한다.","공기배출구와 근로자의 작업위치 사이에 오염원이 위치하지 않도록 주의 하여야 한다.","4"
"산업위생관리기사","2013","3","작업환경관리대책","51","유해작업환경에 대한 개선 대책 중 대치(substitution) 방법에 대한 설명으로 옳지 않은 것은?","","야광시계의 자판을 라듐 대신 인을 사용한다.","분체 입자를 큰 것으로 바꾼다.","아조염료의 합성에 디클로로벤지딘 대신 벤지딘을 사용한다.","금속세척작업시 TCE 대신에 계면활성제를 사용한다.","3"
"산업위생관리기사","2013","3","작업환경관리대책","52","환기시설 내 기류의 기본적인 유체역학적 원리인 질량 보존법칙과 에너지 보존법칙의 전제조건과 가장 거리가 먼 것은?","","환기시설 내외의 열교환을 고려한다.","공기의 압축이나 팽창을 무시한다.","공기는 건조하다고 가정한다.","대부분의 환기시설에서는 공기 중에 포함된 유해 물질의 무게와 용량을 무시한다.","1"
"산업위생관리기사","2013","3","작업환경관리대책","53","30000ppm의 테트라클로로에틸렌(tetrachloroethylene)이 작업환경중의공기와 완전 혼합되어 있다. 이 혼합물의 유효비중(effective specific gravity)는? (단, 테트라클로로에틴렌은 공기보다 5.7배 무겁다.)","","1.124","1.141","1.164","1.186","2"
"산업위생관리기사","2013","3","작업환경관리대책","54","원심력 집진장치(사이클론)에 대한 설명 중 옳지 않은 것은?","","집진된 입자에 대한 블로우다운 영향을 최소화 하여야 한다.","사이클론 원통의 길이가 길어지면 선회류수가 증가하여 집진율이 증가한다.","입자 입경과 밀도가 클수록 집진율이 증가한다.","사이클론의 원통의 직경이 클수록 집진율이 감소한다.","1"
"산업위생관리기사","2013","3","작업환경관리대책","55","증기압이 1.5mmHg인 어떤 유기용제가 공기 중에서 도달할 수 있는 최고농도(포화농도)는?","","약 8000ppm","약 6000ppm","약 4000ppm","약 2000ppm","4"
"산업위생관리기사","2013","3","작업환경관리대책","56","사용하는 정화통의 정화능력이 사염화탄소 0.5%에서 60분간 사용 가능 하다면 공기 중의 사염화탄소 농도가 0.2% 일 때 방독면의 유효시간(사용가능기간)은?","","110분","130분","150분","180분","3"
"산업위생관리기사","2013","3","작업환경관리대책","57","덕트직경이 30cm이고 공기유속이 10m/sec 일 때 레이놀드 수는? (단, 공기의 점성계수는 1.85×10⁻⁵kg/secㆍm, 공기밀도 1.2kg/m³)","","195000","215000","235000","255000","1"
"산업위생관리기사","2013","3","작업환경관리대책","58","푸쉬풀 후드(push-pull hood)에 대한 설명으로 적합하지 않는 것은?","","도금조와 같이 폭이 넓은 경우에 사용하면 포집효율을 증가시키면서 필요유량을 감소시킬 수 있다.","공정에서 작업물체를 처리조에 넣거나 꺼내는 중에 발생되는 공기막 파괴현상을 사전에 방지할 수 있다.","개방조 한 변에서 압축공기를 이용하여 오염물질이 발생하는 표면에 공기를 불어 반대쪽에 오염물질이 도달하게 한다.","제어속도는 푸쉬 제트기류에 의해 발생한다.","2"
"산업위생관리기사","2013","3","작업환경관리대책","59","플렌지 없는 상방 외부식 장방형 후드가 설치되어 있다. 성능을 높게 하기 위해 플렌지 있는 외부식 측방형 후드로 작업대에 부착했다. 배기량은 얼마나 줄었겠는가? (단 포촉거리, 개구면적, 제어속도는 같다)","","30(%)","40(%)","50(%)","60(%)","3"
"산업위생관리기사","2013","3","작업환경관리대책","60","가능한 한 압력손실을 줄이는 목적으로 덕트를 설치하기 위한 주요 원칙으로 틀린 것은?","","덕트는 가능한 한 짧게 배치하도록 한다.","덕트는 가능한 한 상향구배를 만든다.","가능한 한 후드의 가까운 곳에 설치한다.","밴드의 수는 가능한 한 적게 하도록 한다.","2"
"산업위생관리기사","2013","3","물리적유해인자관리","61","다음 중 소음 평가치의 단위로 가장 적절한 것은?","","phon","NRN","NRR","Hz","2"
"산업위생관리기사","2013","3","물리적유해인자관리","62","단위시간에 일어나는 방사선 붕괴율을 나타내며, 초당 3.7×10¹⁰ 개의 원자붕괴가 일어나는 방사능물질의 양으로 정의되는 것은?","","R","Ci","Gy","Sv","2"
"산업위생관리기사","2013","3","물리적유해인자관리","63","다음 중 적외선 노출에 대한 대책으로 적절하지 않은 것은?","","차폐에 의해서 노출강도를 줄이기는 어렵다.","적외선으로부터 피해를 막기 위해서는 노출강도를 제한해야 한다.","적외선으로부터 장해를 막기 위해서는 노출기간을 제한해야 한다.","장해는 주로 망막이기 때문에 적외선 발생원을 직접 보는 것을 피해야 한다.","1"
"산업위생관리기사","2013","3","물리적유해인자관리","64","다음 중 인공 조명에 가장 적당한 광색은?","","노란색","주광색","청색","황색","2"
"산업위생관리기사","2013","3","물리적유해인자관리","65","3.5 microbar를 음압레벨(음압도)로 전환한 값으로 적절한 것은?","","65 dB","75 dB","85 dB","95 dB","3"
"산업위생관리기사","2013","3","물리적유해인자관리","66","경기도 K시의 한 작업장에서 소음을 측정한 결과 누적 노출량계로 3시간 측정한 값(dose)이 50% 이었을 때, 측정시간 동안의 소음평균치는 약 몇 dB(A)인가?","","85","88","90","92","4"
"산업위생관리기사","2013","3","물리적유해인자관리","67","심해 잠수부가 해저 45m에서 작업을 할 때 인체가 받는 작용압과 절대압은 얼마인가?","","작용압 : 5.5기압, 절대압 : 5.5기압","작용압 : 5.5기압, 절대압 : 4.5기압","작용압 : 4.5기압, 절대압 : 5.5기압","작용압 : 4.5기압, 절대압 : 4.5기압","3"
"산업위생관리기사","2013","3","물리적유해인자관리","68","다음 중 한랭노출에 대한 신체적 장해의 설명으로 틀린 것은?","","2도 동상은 물집이 생기거나 피부가 벗겨지는 결빙을 말한다.","전신 저체온증은 심부온도가 37℃에서 26.7℃ 이하로 떨어지는 것을 말한다.","침수족은 동결온도 이상의 냉수에 오랫동안 노출되어 생긴다.","침수족과 함호족의 발생조건은 유사하나 임상증상과 증후는 다르다.","4"
"산업위생관리기사","2013","3","물리적유해인자관리","69","소형 또는 중형기계에 주로 많이 사용하며 적절한 방진 설계를 하면 높은 효과를 얻을 수 있는 방진 방법으로 다음 중 가장 적합한 것은?","","공기스프링","방진고무","코르크","기초 개량","2"
"산업위생관리기사","2013","3","물리적유해인자관리","70","다음 중 전신진동이 인체에 미치는 영향으로 볼 수 없는 것은?","","Raynaud 현상이 일어난다.","말초혈관이 수축되고, 혈압이 상승된다.","자율신경, 특히 순환기에 크게 나타난다.","맥박이 증가하고, 피부의 전기저항도 일어난다.","1"
"산업위생관리기사","2013","3","물리적유해인자관리","71","다음 중 전이방사선에 관한 설명으로 틀린 것은?","","β입자는 핵에서 방출되면 양전하로 하전 되어 있다.","중성자는 하전 되어 있지 않으며 수소동위원소를 제외한 모든 원자핵에 존재한다.","X선의 에너지는 파장에 역비례하여 에너지가 클수록 파장은 짧아진다.","α입자는 핵에서 방출되는 입자로서 헬륨 원자의 핵과 같이 두 개의 양자와 두 개의 중성자로 구성되어 있다.","1"
"산업위생관리기사","2013","3","물리적유해인자관리","72","다음 중 소음방지 대책으로 가장 효과적인 것은?","","보호구의 사용","소음관리규정 정비","소음원의 제거","내벽에 흡음재료 부착","3"
"산업위생관리기사","2013","3","물리적유해인자관리","73","다음은 어떤 고열장해에 대한 대책인가?\n\n염리식염수 1~2리터를 정맥 주사하거나 0.1%의 식염수를마시게 하며 수분과 염분을 보충한다.","","열경련(heat cramp)","열사병(heat storke)","열피로(heat exhaustion)","열쇠약(heat prostration)","1"
