"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"국가9급","2021","나","재난관리론","1","재난관리방식 중 분산관리방식에 대한 설명으로 옳지 않은 것은?","","전통적 재난관리제도이며 재난의 유형별 특징을 강조한다.","재난의 종류에 따라 대응방식에 차이가 있다는 것을 강조한다.","재난계획과 대응 책임기관을 각각 다르게 배정하여 관리하는 방식이다.","기능별 책임기관을 지정하고 통합적인 조정․통제 및 지휘체계를 갖는다.","4"
"국가9급","2021","나","재난관리론","2","고도신뢰이론에서 체계 내의 어느 한 부분이 실패하더라도 다른 부분이 그 역할을 보충하거나 실패를 방지하는 전략은?","","조직학습","가외성 확보","관점의 유연화","의사결정의 분권화","2"
"국가9급","2021","나","재난관리론","3","이상 상황이 발생하면 확인하려 하고 긴급사태가 확인되면 반사적으로 위험으로부터 멀어지려고 하는 인간의 피난본능은?","","퇴피본능","좌회본능","추종본능","귀소본능","1"
"국가9급","2021","나","재난관리론","4","자연재해대책법 시행령 상 재해 발생 시 대피 요령, 대피소 및 대피 경로 등 피난에 관한 정보를 지도에 표시한 도면은?","","피난활용형 재해정보지도","방재정보형 재해정보지도","홍수범람위험도","해안침수예상도","1"
"국가9급","2021","나","재난관리론","5","재난 및 안전관리 기본법령상 수립주기를 바르게 연결한 것은?\nㄱ. 국가안전관리기본계획\nㄴ. 재난대비훈련 기본계획\nㄷ. 재난 및 안전관리기술개발 종합계획","","ㄱ 5년, ㄴ 1년, ㄷ 5년","ㄱ 5년, ㄴ 5년, ㄷ 3년","ㄱ 10년, ㄴ 1년, ㄷ 3년","ㄱ 10년, ㄴ 3년, ㄷ 5년","1"
"국가9급","2021","나","재난관리론","6","재난 및 안전관리 기본법령상 긴급구조지휘대의 설치기준으로 옳지 않은 것은?","","소방서현장지휘대: 소방서별로 설치․운영","소방본부현장지휘대: 소방본부별로 현장지휘대 설치․운영","권역현장지휘대: 2개 이상 4개 이하의 소방서별로 소방청장이 1개를 설치․운영","방면현장지휘대: 2개 이상 4개 이하의 소방서별로 소방본부장이 1개를 설치․운영","3"
"국가9급","2021","나","재난관리론","7","지진에 대한 설명으로 옳지 않은 것은?","","진원이란 지진파 발생지점이다.","P파는 고체, 액체, 기체를 모두 통과할 수 있다.","S파는 P파보다 속도가 느리며 종파이다.","지진의 규모는 지진이 발생한 지진에너지의 절대적인 크기를 나타낸다.","3"
"국가9급","2021","나","재난관리론","8","위험성 평가 분석기법 중 정량적 평가 기법은?","","사건수분석","체크리스트기법","사고예상질문분석법","이상위험도분석기법","1"
"국가9급","2021","나","재난관리론","9","재해구호법령상 의연금품의 배분 및 사용 등에 대한 설명으로 옳지 않은 것은?","","의연금은 배분위원회의 심의․의결을 거쳐 배분하여야 한다.","의연물품은 모집자가 모집목적에 따라 해당 지역구호센터에 전달하여 배분하여야 한다.","납입된 의연금은 전국재해구호협회의 인건비로 사용할 수 있다.","모집자는 의연금품의 모집을 마친 후 14일 이내에 모집된 의연금품의 목록을 행정안전부장관에게 제출하여야 한다.","4"
"국가9급","2021","나","재난관리론","10","감염병의 예방 및 관리에 관한 법률 상 제1급감염병의 정의에서 ㉠, ㉡에 들어갈 내용을 바르게 연결한 것은?\n'제1급감염병'이란 ( ㉠ ) 또는 ( ㉡ )이 높거나 집단 발생의 우려가 커서 발생 또는 유행 즉시 신고하여야 하고, 음압격리와 같은 높은 수준의 격리가 필요한 감염병으로서 다음 각 목의 감염병을 말한다. 다만, 갑작스러운 국내 유입 또는 유행이 예견되어 긴급한 예방․관리가 필요하여 질병관리청장이 보건복지부장관과 협의하여 지정하는 감염병을 포함한다.","","㉠ 세균테러감염병, ㉡ 치명률","㉠ 생물테러감염병, ㉡ 치명률","㉠ 세균테러감염병, ㉡ 발병률","㉠ 생물테러감염병, ㉡ 발병률","2"
"국가9급","2021","나","재난관리론","11","위험물안전관리법 시행령 상 위험물의 분류와 성질의 연결이 옳은 것은?","","제1류 위험물 － 산화성액체","제2류 위험물 － 가연성액체","제3류 위험물 － 자기반응성물질","제4류 위험물 － 인화성액체","4"
"국가9급","2021","나","재난관리론","12","현대사회와 같이 복잡하고 견고하게 이루어진 사회에서는 필연적으로 사고가 발생한다는 정상사고이론(Normal Accident Theory)을 주장한 학자는?","","터너(Barry A. Turner)","버드(Frank E. Bird Jr.)","페로(Charles B. Perrow)","하인리히(Herbert W. Heinrich)","3"
"국가9급","2021","나","재난관리론","13","재해경감을 위한 기업의 자율활동 지원에 관한 법률 상 재해경감 우수기업에 대한 지원내용에 해당하는 것만을 모두 고르면?\nㄱ. 세제지원\nㄴ. 보험료 할인\nㄷ. 자금지원 우대","","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","4"
"국가9급","2021","나","재난관리론","14","재난 및 안전관리 기본법 상 행정안전부장관의 직무에 해당하는 것만을 모두 고르면?\nㄱ. 국가 및 지방자치단체가 행하는 재난 및 안전관리 업무 총괄․조정\nㄴ. 중앙재난안전상황실 설치․운영\nㄷ. 재난안전통신망의 구축․운영\nㄹ. 안전관리헌장 제정․고시","","ㄱ, ㄹ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ","2"
"국가9급","2021","나","재난관리론","15","자연재해대책법 시행령 상 자연재해위험개선지구의 지정에서 재해위험원인에 따른 구분에 포함되지 않는 것은?","","붕괴위험지구","해일위험지구","산사태위험지구","상습가뭄재해지구","3"
