"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"지방9급","2019","A","재난관리론","1","다음에서 설명하는 재난관리의 원칙은?\n\n효율적인 재난 대응을 위해서는 다양한 대응요소를 통합하고, 집중 운용할 수 있는 단일 지휘통제가 중요하므로, 중앙에서 지방 재난 현장까지의 상․하 기관과 관련 유관기관 등을 통합․운영하여 조정․통제할 수 있는 시스템 확립이 필요하다.","","현장중심의 원칙","지휘통일의 원칙","정보공유의 원칙","상호협력의 원칙","2"
"지방9급","2019","A","재난관리론","2","데이비드 존스(David K. C. Jones)의 재난분류와 재난의 연결이 옳지 않은 것은?","","지질학적 재난 － 지진","지형학적 재난 － 산사태","기상학적 재난 － 온난화 현상","준자연재난 － 눈사태","3"
"지방9급","2019","A","재난관리론","3","재난경감대책을 구조적 경감과 비구조적 경감으로 구분하는 경우, 비구조적 경감 대책은?","","하천 정비","제방 건설","보험 가입","저수지 보강","3"
"지방9급","2019","A","재난관리론","4","화재현상에 대한 설명으로 ㉠, ㉡에 들어갈 내용은?\n\n| 구분 | 설명 |\n| --- | --- |\n| ( ㉠ ) | 화재의 초기 단계에서 연소물로부터 가연성 가스가 천장 부근에 모이고 그것이 일시에 인화하여 폭발적으로 실내 전체에 불꽃이 도는 현상 |\n| ( ㉡ ) | 연소에 필요한 산소가 부족하여 훈소상태에 있는 실내에서 산소가 갑자기 다량 공급될 때 가연성 가스가 순간적으로 폭발하듯 연소하는 현상 |","","플래시오버 백드래프트","백드래프트 플래시오버","백드래프트 훈소화재","플래시오버 훈소화재","1"
"지방9급","2019","A","재난관리론","5","재난 및 안전관리 기본법 상 재난의 복구비용에 대한 설명으로 옳지 않은 것은?","","시장․군수․구청장은 응급조치를 위해 다른 시․군․구의 장에게 인력․장비․자재 등 필요한 응원을 요청할 수 있으며, 이 경우 응원 요청을 받은 자는 그 응원에 드는 비용을 부담하여야 한다.","시․도지사나 시장․군수․구청장이 다른 재난관리책임기관이 시행할 재난의 응급조치를 시행한 경우 그 비용은 그 응급조치를 시행할 책임이 있는 재난관리책임기관이 부담한다.","지방자치단체의 장은 재난의 신속한 구호 및 복구를 위하여 필요하다고 판단되면 재난의 구호 및 복구를 위하여 지원하는 비용 중 대통령령으로 정하는 항목에 대해서는 복구계획 수립 전에 미리 지급할 수 있다.","국가와 지방자치단체는 부정한 방법으로 복구비등을 받은 자에 대하여는 행정안전부령이 정하는 바에 따라 그 받은 복구비등을 반환하도록 명하여야 한다.","1"
"지방9급","2019","A","재난관리론","6","다음 용어에 대한 설명으로 ㉠, ㉡에 들어갈 내용은?\n\n| 구분 | 설명 |\n| --- | --- |\n| ( ㉠ ) | 어떤 나쁜 일이 일어날 가능성 |\n| ( ㉡ ) | 물리적, 감성적, 정신적으로 쉽게 상처 또는 영향을 받거나, 공격받을 가능성 |","","Hazard Vulnerability","Risk Vulnerability","Hazard Resilience","Risk Resilience","2"
"지방9급","2019","A","재난관리론","7","재난 및 안전관리 기본법 상 재난관리책임기관에 해당하지 않는 것은?","","재난관리업무를 하는 중앙행정기관 및 지방자치단체( 제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 에 따른 행정시 포함)","지방행정기관․공공기관․공공단체(공공기관 및 공공단체의 지부 등 지방조직 포함)로서 대통령령으로 정하는 기관","재난관리의 대상이 되는 중요시설의 관리기관으로서 대통령령으로 정하는 기관","긴급구조에 필요한 인력․시설 및 장비, 운영체계 등 긴급구조능력을 보유한 기관으로서 대통령령으로 정하는 기관","4"
"지방9급","2019","A","재난관리론","8","자연재해대책법령상 풍수해의 예방 및 대비에 대한 설명으로 옳지 않은 것은?","","수방기준 중 시설물의 수해 내구성을 강화하기 위한 수방기준은 관계 중앙행정기관의 장이 정하고, 지하 공간의 침수를 방지하기 위한 수방기준은 행정안전부장관이 관계 중앙행정기관의 장과 협의하여 정한다.","특별시장․광역시장․특별자치시장․특별자치도지사 및 시장․군수는 관할구역의 지역특성 등을 고려하여 우수의 침투 또는 저류를 통한 재해의 예방을 위하여 우수유출저감대책을 5년마다 수립하여야 한다.","재난관리책임기관의 장은 풍수해에 의한 재해 발생 우려 시설 및 지역에 대하여 매년 2월에서 4월 중 2회 이상 정기점검을 하여야 한다.","행정안전부장관은 기후변화에 따른 재해에 선제적이고 효과적으로 대응하기 위하여 미래 기간별․지역별로 예측되는 기온, 강우량, 풍속 등을 바탕으로 방재기준 가이드라인을 정하고, 재난관리책임기관의 장에게 이를 적용하도록 권고할 수 있다.","3"
"지방9급","2019","A","재난관리론","9","재난 및 안전관리 기본법 상 안전정책조정위원회에 대한 설명으로 옳지 않은 것은?","","안전정책조정위원회의 위원장은 국무총리가 된다.","안전정책조정위원회에 간사위원 1명을 두며, 간사위원은 행정안전부의 재난안전관리사무를 담당하는 본부장이 된다.","안전정책조정위원회의 위원장은 중앙안전관리위원회 또는 안전정책조정위원회에서 심의․조정된 사항에 대한 이행상황을 점검하고, 그 결과를 중앙안전관리위원회에 보고할 수 있다.","안전정책조정위원회의 업무를 효율적으로 처리하기 위하여 안전정책조정위원회에 실무위원회를 둘 수 있다.","1"
"지방9급","2019","A","재난관리론","10","자연재해대책법 상 대설로 인하여 재해를 입을 우려가 있어 내설(耐雪)설계기준을 정하고 그 이행을 감독하여야 하는 대상이 아닌 것은?","","건축법 에 따른 건축물","관광진흥법 에 따른 유원시설","댐건설 및 주변지역지원 등에 관한 법률 에 따른 댐","항만법 에 따른 항만시설","3"
