"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"화재감식평가기사","2020","4","화재조사론","1","다음은 화재조사의 과학적인 방법론이다. 순서에 맞게 배열한 것은?","","문제인식 → 문제정의 → 가설 설정 → 자료 수집 → 자료 분석 → 가설 검증 → 최종 가설선택","문제정의 → 문제인식 → 자료 수집 → 자료 분석 → 가설 설정 → 가설 검증 → 최종 가설선택","문제정의 → 문제인식 → 자료 수집 → 자료 분석 → 가설 검증 → 가설 설정 → 최종 가설선택","문제인식 → 문제정의 → 자료 수집 → 자료 분석 → 가설 설정 → 가설 검증 → 최종 가설선택","4"
"화재감식평가기사","2020","4","화재조사론","2","화재와 연소에 대한 설명으로 옳지 않은 것은?","","화재란 사람의 의도에 반하거나 고의에 의해 발생하는 연소현상으로서 소화시설등을 사용하여 소화할 필요가 있는 것을 말한다.","연소란 가연성 물질이 산소와 결합하여 열과 빛을 내며 급속히 산화되어 형질이 변경되는 화학반응을 말한다.","연기란 연소 및 열분해에 의한 생성물로서 공기 중에 부유하고 육안으로 보이는 기체의 집단을 말한다.","연기 입자의 크기는 연소조건에 따라 차이는 있지만, 무염연소의 경우에는 약 1$\mu$m, 유염연소의 경우에는 약 1~5$\mu$m의 것이 대부분을 차지한다.","3"
"화재감식평가기사","2020","4","화재조사론","3","발화지점으로 추정되는 위치에서 발화원, 발화물질 등 연소된 물건을 현장발굴하는 방법에 대한 설명으로 옳지 않은 것은?","","발굴은 가능한 삽과 같은 것을 사용한다.","발굴한 물건 중 복원할 필요가 있는 것은 번호 또는 표식을 부착해 정리해 둔다.","발굴은 위에서 아래로 실시한다.","발굴한 연소된 물건은 가능한 그 위치를 옮기지 않는다. 불가피하게 이동하는 경우에는 복원가능한 조치를 한다.","1"
"화재감식평가기사","2020","4","화재조사론","4","연소에 따른 금속의 산화작용으로 옳지 않은 것은?","","온도가 높을수록, 노출 시간이 짧을수록 산화의 효과가 많이 나타난다.","철이나 강철이 화재에서 산화되었을 때, 처음에는 푸르스름하고 흐린 회색이 된다.","스테인리스 스틸이 심하게 산화되면 흐린 회색을 띠게 된다.","구리는 열에 노출되면 어두운 적색이나 흑색 산화물을 만든다.","1"
"화재감식평가기사","2020","4","화재조사론","5","소방대(선착대)의 연소상황조사 내용에 포함되지 않는 것은?","","소화활동중의 특이한 연소상황(색, 냄새 등)","주수위치 및 주수효과의 상황","피해소방대상물의 소손면적, 동수, 이재 세대의 상황","사상자 및 사상된 장소의 상황","3"
"화재감식평가기사","2020","4","화재조사론","6","화재조사 전 준비의 내용으로 가장 거리가 먼 것은?","","조사관은 사고의 날짜, 요일 및 시간을 정확하게 판단해야 한다.","사고가 발생한 뒤 흐른 시간은 조사 계획에 영향을 줄 수 있다.","사건의 사실 및 환경은 현장 조사 후 확인하여야 한다.","사고와 조사 사이에 시간이 많이 지연될 경우 기존문서와 정보를 검토하는 것이 더 중요하다.","3"
"화재감식평가기사","2020","4","화재조사론","7","화학적 폭발에 대한 설명 중 옳은 것은?","","산소 농도가 낮을수록 폭발 위력이 크다.","압력이 높을수록 폭발의 위력이 적다.","입자가 작을수록 폭발의 위력이 적다.","혼합비율이 화학양론비에 가까울수록 위력이 크다.","4"
"화재감식평가기사","2020","4","화재조사론","8","일반 주택화재의 발화지점을 판정할 때 활용되는 정보로 가장 거리가 먼 것은?","","화재패턴","산소 농도","목격자 진술","전기합선 지점 분석","2"
"화재감식평가기사","2020","4","화재조사론","9","화재가 나타내는 V패턴의 설명으로 옳지 않은 것은?","","불꽃과 대류 또는 복사열에 의해서 생성된다.","연소가 진행될 때 수직으로 된 벽면에 나타난다.","패턴이 나타내는 각도가 넓으면 연소의 속도가 느리다.","발화지점이 아닌 곳에서도 생성될 수 있다.","3"
"화재감식평가기사","2020","4","화재조사론","10","유류화재 발생 시 포소화약제를 유류표면에 발포하면 재착화가 일어나지 않으나 분말소화약제에 비해 소화시간이 긴 단점을 가지고 있다. 이와 같은 단점을 보완하기 위하여 분말소화약제와 함께 사용이 가능한 포소화약제로 가장 적절한 것은?","","수성막포소화약제","단백포소화약제","알코올형포소화약제","합성계면활성제포소화약제","1"
