Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2017,1,인간공학개론,1,고령자를 위한 정보 설계 원칙으로 볼 수 없는 것은?,text_only,불필요한 이중 과업을 줄인다.,학습 및 적응 시간을 늘려 준다.,신호의 강도와 크기를 보다 강하게 한다.,가능한 세밀한 묘사와 상세 정보를 제공한다.,4
인간공학기사,2017,1,인간공학개론,2,제어-반응 비율(C/R ratio)에 관한 설명으로 틀린 것은?,text_only,C/R비가 증가하면 제어시간도 증가한다.,C/R비가 작으면(낮으면) 민감한 장치이다.,C/R비가 감소함에 따라 이동시간은 감소한다.,C/R비는 제어장치의 이동거리를 표시장치의 이동거리로 나눈 값이다.,1
인간공학기사,2017,1,인간공학개론,3,양립성의 종류가 아닌 것은?,text_only,주의 양립성,공간 양립성,운동 양립성,개념 양립성,1
인간공학기사,2017,1,인간공학개론,4,시각 표시장치보다 청각 표시장치를 사용하는 것이 유리한 경우는?,text_only,소음이 많은 경우,전하려는 정보가 복잡할 경우,즉각적인 행동이 요구되는 경우,전하려는 정보를 다시 확인해야 하는 경우,3
인간공학기사,2017,1,인간공학개론,5,"동전던지기에서 앞면이 나올 확률은 0.4이고, 뒷면이 나올 확률은 0.6이다. 이때 앞면이 나올 정보량은 1.32bit이고, 뒷면이 나올 정보량은 0.67bit이다. 총평균 정보량은 약 얼마인가?",text_only,0.65bit,0.88bit,0.93bit,1.99bit,3
인간공학기사,2017,1,인간공학개론,6,부품 배치의 원칙에 해당되지 않는 것은?,text_only,사용 빈도의 원칙,사용 순서의 원칙,기능별 배치의 원칙,크기별 배치의 원칙,4
인간공학기사,2017,1,인간공학개론,7,인간-기계 시스템 중 폐회로(closed loop) 시스템에 속하는 것은?,text_only,소총,모니터,전자레인지,자동차,4
인간공학기사,2017,1,인간공학개론,8,반응시간이 가장 빠른 감각은?,text_only,청각,미각,시각,후각,1
인간공학기사,2017,1,인간공학개론,9,음원의 위치 추정을 위한 암시 신호(cue)에 해당되는 것은?,text_only,위상차,음색차,주기차,주파수차,1
인간공학기사,2017,1,인간공학개론,10,"비행기에서 20m 떨어진 거리에서 측정한 엔진의 소음이 130dB(A)이었다면, 100m 떨어진 위치에서의 소음수준은 약 얼마인가?",text_only,113.5dB(A),116.0dB(A),121.8dB(A),130.0dB(A),2
인간공학기사,2017,1,인간공학개론,11,시스템의 사용성 검증 시 고려되어야할 변인이 아닌 것은?,text_only,경제성,에러 빈도,효율성,기억용이성,1
인간공학기사,2017,1,인간공학개론,12,Fitts의 법칙에 관한 설명으로 맞는 것은?,text_only,표적과 이동거리는 작업의 난이도와 소요 이동시간과 무관하다.,"표적이 작을수록, 이동거리가 길수록 작업의 난이도와 소요 이동시간이 증가한다.","표적이 클수록, 이동거리가 길수록 작업의 난이도와 소요 이동시간이 증가한다.","표적이 작을수록, 이동거리가 짧을수록 작업의 난이도와 소요 이동시간이 증가한다.",2
인간공학기사,2017,1,인간공학개론,13,코드화(coding) 시스템 사용상의 일반적 지침으로 적합하지 않은 것은?,text_only,양립성이 준수되어야 한다.,차원의 수를 최소화해야 한다.,자극은 검출이 가능하여야 한다.,다른 코드표시와 구별되어야 한다.,2
인간공학기사,2017,1,인간공학개론,14,움직이는 몸의 동작을 측정한 인체치수를 무엇이라고 하는가?,text_only,조절 치수,구조적 인체치수,파악한계 치수,기능적 인체치수,4
인간공학기사,2017,1,인간공학개론,15,인간기계 통합체계에서 인간 또는 기계에 의해 수행되는 기본 기능이 아닌 것은?,text_only,정보처리,정보생성,의사결정,정보보관,2
인간공학기사,2017,1,인간공학개론,16,인간의 눈에 관한 설명으로 맞는 것은?,text_only,간상세포는 황반(fovea) 중심에 밀집되어 있다.,망막의 간상세포(rod)는 색의 식별에 사용된다.,시각(視角)은 물체와 눈 사이의 거리에 반비례한다.,원시는 수정체가 두꺼워져 먼 물체의 상이 망막 앞에 맺히는 현상을 말한다.,3
인간공학기사,2017,1,인간공학개론,17,시(視)감각 체계에 관한 설명으로 틀린 것은?,text_only,동공은 조도가 낮을 때는 많은 빛을 통과시키기 위해 확대된다.,1디옵터는 1미터 거리에 있는 물체를 보기 위해 요구되는 조절능력이다.,안구의 수정체는 모양체근으로 긴장을 하면 얇아져 가까운 물체만 볼 수 있다.,망막의 표면에는 빛을 감지하는 광수용기인 원추체와 간상체가 분포되어 있다.,3
인간공학기사,2017,1,인간공학개론,18,"인간의 정보처리과정, 기억의 능력과 한계 등에 관한 정보를 고려한 설계와 가장 관계가 깊은 것은?",text_only,제품 중심의 설계,기능 중심의 설계,신체 특성을 고려한 설계,인지 특성을 고려한 설계,4
인간공학기사,2017,1,인간공학개론,19,"인체 측정 자료를 설계에 응용할 때, 고려할 사항이 아닌 것은?",text_only,고정치 설계,조절식 설계,평균치 설계,극단치 설계,1
인간공학기사,2017,1,인간공학개론,20,인간공학에 관한 설명으로 틀린 것은?,text_only,인간의 특성 및 한계를 고려한다.,인간을 기계와 작업에 맞추는 학문이다.,인간 활동의 최적화를 연구하는 학문이다.,"편리성, 안정성, 효율성을 제고하는 학문이다.",2
인간공학기사,2017,1,작업생리학,21,작업강도의 증가에 따른 순환기 반응의 변화에 대한 설명으로 틀린 것은?,text_only,혈압의 상승,적혈구의 감소,심박출량의 증가,혈액의 수송량 증가,2
