"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"국가9급","2015","사","재난관리론","1","재난관리 단계 중 대응단계의 활동으로 가장 적절한 것은?","","재난예방에 관한 홍보","구호물자 확보․비축","긴급의약품 조달과 생필품 공급","각 재난 상황에 적절한 사고 대응계획 수립","3"
"국가9급","2015","사","재난관리론","2","재난 및 안전관리 기본법 상 다음의 피해가 속하는 재난의 유형은?\n○ 에너지․통신 등 국가기반체계의 마비\n○ 가축전염병예방법 에 따른 가축전염병 확산","","인적재난","해외재난","자연재난","사회재난","4"
"국가9급","2015","사","재난관리론","3","1990년대 성수대교 붕괴, 대구지하철 공사장 도시가스 폭발사고 등을 계기로 제정된 법률은?","","재난관리법","지진재해대책법","자연재해대책법","재난 및 안전관리 기본법","1"
"국가9급","2015","사","재난관리론","4","재난 및 안전관리 기본법 상 국민안전처장관의 업무에 대한 설명으로 옳지 않은 것은?","","안전문화활동의 추진에 관한 총괄ㆍ조정 업무를 관장한다.","특별재난지역의 선포를 건의받은 해당 지역을 특별재난지역으로 선포할 수 있다.","안전정보의 체계적인 관리를 위하여 안전정보통합관리시스템을 구축ㆍ운영하여야 한다.","재난대응활동계획의 작성에 필요한 작성지침을 재난관리책임기관의 장에게 통보할 수 있다.","2"
"국가9급","2015","사","재난관리론","5","자연재난과 관련한 설명으로 옳지 않은 것은?","","조류경보는 클로로필－a의 농도와 남조류의 세포 수를 기준으로 발령된다.","풍랑은 바람의 작용으로 해면에 생기는 파로서, 풍랑의 발달은 풍속, 취송거리 및 취송시간에 영향을 받는다.","황사는 보통 입자의 크기가 200 ㎛ 이하인 모래먼지를 말한다.","대설주의보 발표기준은 24시간 신적설이 5 cm 이상 예상될 때이다.","3"
"국가9급","2015","사","재난관리론","6","재난 및 안전관리 기본법 상 재난관리기금의 매년도 최저적립액은?","","최근 3년 동안의 지방세법 에 의한 보통세의 수입결산액의 평균연액의 0.5 %에 해당하는 금액","최근 3년 동안의 지방세법 에 의한 보통세의 수입결산액의 평균연액의 1.0 %에 해당하는 금액","최근 5년 동안의 지방세법 에 의한 보통세의 수입결산액의 평균연액의 0.5 %에 해당하는 금액","최근 5년 동안의 지방세법 에 의한 보통세의 수입결산액의 평균연액의 1.0 %에 해당하는 금액","2"
"국가9급","2015","사","재난관리론","7","재난 및 안전관리 기본법 상 재난관리 활동에 대한 설명으로 옳지 않은 것은?","","재난현장의 구조활동 등 초동 조치상황에 대한 언론 발표 등은 각급통제단장이 지명하는 자가 한다.","재난현장에서의 긴급구조활동은 시․군․구재난안전대책본부장의 지휘를 따른다.","국무총리가 범정부적 차원의 통합대응이 필요하다고 인정하는 경우, 국무총리가 중앙재난안전대책본부장의 권한을 행사할 수 있다.","국민안전처장관은 매년 재난 및 안전관리사업의 효과성 및 효율성을 평가하고, 그 결과를 관계 중앙행정기관의 장에게 통보하여야 한다.","2"
"국가9급","2015","사","재난관리론","8","자연재해대책법 상 사전재해영향성 검토협의를 해야 하는 행정계획 및 개발사업에 해당하지 않는 것은?","","산지개발 및 골재채취","국토․지역계획 및 도시의 개발","관광단지 개발 및 체육시설 조성","재난 및 안전관리 기본법 에 따른 응급조치를 위한 사업","4"
"국가9급","2015","사","재난관리론","9","재난 및 안전관리 기본법 상 안전문화 진흥에 대한 설명으로 옳지 않은 것은?","","국가와 지방자치단체는 국민이 안전문화를 실천하고 체험할 수 있는 안전체험시설을 설치․운영할 수 있다.","중앙행정기관의 장과 지방자치단체의 장은 안전문화활동을 추진하여야 한다.","국가는 국민의 안전의식 수준을 높이기 위하여 매년 4월 16일을 국민안전의 날로 정하여 필요한 행사 등을 한다.","유치원생 및 초․중학생의 안전문화를 높이기 위하여 실시하는 안전교육의 대상 및 방법 등에 관하여는 국민안전처장관이 정한다.","4"
"국가9급","2015","사","재난관리론","10","우리나라 재난관리체계의 변천과정을 순서대로 바르게 나열한 것은?\nㄱ. 건설부 내 방재시설과 신설\nㄴ. 내무부 내 소방국 설치\nㄷ. 내무부 내 재난관리국 신설\nㄹ. 건설부 내 방재계획관직 신설","","ㄱ → ㄴ → ㄷ → ㄹ","ㄱ → ㄷ → ㄴ → ㄹ","ㄴ → ㄱ → ㄹ → ㄷ","ㄴ → ㄹ → ㄱ → ㄷ","4"
