"산업위생관리기사","2004","3","작업환경관리대책","44","청력보호구의 차음효과를 높이고자 할 때의 유의 사항중 틀린 것은?","","청력보호구는 머리모양이나 귓구멍에 잘 맞는 것을 사용하도록 한다.","청력보호구를 잘 고정시켜서 보호구 자체의 진동을 최소한도로 줄이도록 한다.","청력보호구는 기공이 있는 흡음재료로 만들도록 한다.","귀덮개 형식의 보호구는 머리카락이 길때와 안경테가 굵거나 잘 부착되지 않을때는 사용하지 않도록 한다.","3"
"산업위생관리기사","2004","3","작업환경관리대책","45","국소환기시설 전체의 압력손실이 250mmH$_2$O이고, 송풍기의 총 공기량이 10,000m$^3$/hr일 때 소요동력은? (단, 송풍기효율 80%, 안전인자 20% )","","16.74kw","14.56kw","12.23kW","10.21kw","4"
"산업위생관리기사","2004","3","작업환경관리대책","46","방진재료로 사용하는 방진고무의 장점이 아닌 것은?","","내후성, 내유성, 내약품성이 좋아 다양한 분야의 적용이 가능하다.","여러 가지 형태로 된 철물에 견고하게 부착할 수 있다.","설계자료가 잘 되어 있어서 용수철 정수를 광범위하게 선택할 수 있다.","고무의 내부마찰로 적당한 저항을 가지며, 공진시의 진폭도 지나치게 크지 않다.","1"
"산업위생관리기사","2004","3","작업환경관리대책","47","용접작업대에 그림과 같은 후드를 설치코저 한다. 개구면적이 0.15(m$^2$)일 때 송풍량은 얼마인가?","O","약 50(m$^3$/min)","약 100(m$^3$/min)","약 150(m$^3$/min)","약 200(m$^3$/min)","3"
"산업위생관리기사","2004","3","작업환경관리대책","48","어떤 작업장에서 메틸알코올(비중 0.792, 분자량 32.04) 이 시간당 2.0 ℓ 증발되어 공기를 오염시키고 있다. 여유계수 K값은 6이고, 허용기준 TLV는 200 ppm이라면 이 작업장을 전체환기시키는데 요구되는 필요환기량은?","","346 m$^3$/min","595 m$^3$/min","728 m$^3$/min","1252 m$^3$/min","2"
"산업위생관리기사","2004","3","작업환경관리대책","49","어떤 원형닥트에 난류가 흐르고 있다. 닥트의 직경을 1/2로 하면 직관부분의 압력손실은 몇 배로 되는가?","","8배","16배","32배","64배","3"
"산업위생관리기사","2004","3","작업환경관리대책","50","원형 덕트내 흐르는 공기의 총 압력 손실에 관한 설명 중 알맞지 않는 것은?","","총 압력 손실은 덕트의 길이에 비례","총 압력 손실은 덕트의 직경에 반비례","총 압력 손실은 유속의 제곱에 비례","총 압력 손실은 공기의 밀도에 반비례","4"
"산업위생관리기사","2004","3","작업환경관리대책","51","푸쉬-풀 후드에 관한 설명으로 틀린 것은?","","도금조와 같이 폭이 넓은 경우에 사용하면 포집효율을 증가시키면서 필요유량을 감소시킬 수 있다.","공정에서 작업물체를 처리조에 넣거나 꺼내는 중에 공기막이 형성되어 오염물질 확산을 억제할 수 있다.","노즐로는 하나의 긴 슬롯, 구멍 뚫린 파이프 또는 개별노즐을 여러개 사용하는 방법이 있다.","노즐의 각도는 제트공기가 방해받지 않도록 하향 방향을 향하고 최대 20° 내를 유지하도록 한다.","2"
"산업위생관리기사","2004","3","작업환경관리대책","52","원심력 송풍기중 후향 날개형 송풍기에 관한 설명으로 틀린 것은?","","터보 송풍기라고도 하며 전향 날개형 송풍기에 비해 효율이 좋다.","송풍량 증가에 따라 동력의 증가율이 높은 단점이 있다.","회전날개가 회전방향 반대편으로 경사지게 설계되어 있어 충분한 압력을 발생시킬 수 있다.","고농도 분진함유 공기를 이송시킬 경우, 집진기 후단에 설치해야 한다.","2"
"산업위생관리기사","2004","3","작업환경관리대책","53","국소배기 시설의 투자비용과 운전비를 적게하기 위한 필요조건으로 알맞은 것은?","","필요송풍량 감소","제어속도 증가","후드개구면적 증가","발생원과의 원거리 유지","1"
"산업위생관리기사","2004","3","작업환경관리대책","54","20℃, 760mmH$_2$O의 작업환경 상태에서 Toluene의 농도 30mg/m$^3$는 몇 ppm인가? (단, Toluene 분자량: 92 )","","5.26 ppm","7.83 ppm","8.93 ppm","9.24 ppm","2"
"산업위생관리기사","2004","3","작업환경관리대책","55","배기닥트로 흐르는 오염공기의 속도압이 2mmH$_2$O 이라면 닥트내 오염공기의 유속은? (단, 오염공기밀도 1.2kg/m$^3$)","","2.6 m/sec","4.3 m/sec","5.7 m/sec","7.1 m/sec","3"
"산업위생관리기사","2004","3","작업환경관리대책","56","직경이 38cm, 유효높이 5m의 원통형 백 필터를 사용하여 0.5m$^3$/sec의 함진가스를 처리할때 여과속도는?","","1.7 ㎝/sec","8.4 ㎝/sec","12.4 ㎝/sec","16.2 ㎝/sec","2"
"산업위생관리기사","2004","3","작업환경관리대책","57","작업환경의 관리원칙인 대치 중 물질의 변경에 따른 개선예로 가장 거리가 먼 것은?","","염료합성원료: 벤지딘을 대신하여 디클로로벤지딘으로 대치","금속세척작업: 트리클로에틸렌을 대신하여 계면 활성제로 대치","세탁시 화재예방: 디클로로에탄을 대신하여 불화수소로 대치","분체입자를 큰 입자로 대치","3"
"산업위생관리기사","2004","3","작업환경관리대책","58","어떤 작업장의 음압수준이 90dB이고, 근로자는 귀덮개(NRR=17)를 착용하고 있다. 미국산업안전보건청 계산방법을 이용하여 차음효과와 근로자가 노출되는 음압수준은? (단, NRR(noise reduction rating): 차음평가수)","","차음효과 5dB, 음압수준 85dB","차음효과 7dB, 음압수준 83dB","차음효과 9dB, 음압수준 81dB","차음효과 10dB, 음압수준 80dB","1"
"산업위생관리기사","2004","3","작업환경관리대책","59","관경이 200mm인 직관 속을 공기가 흐르고 있다. 공기의 동점성계수가 1.5 × 10$^{-5}$m$^2$/s이고, 레이놀즈수가 40,000이라면 풍량은?","","4.24 m$^3$/min","5.65 m$^3$/min","6.52 m$^3$/min","7.76 m$^3$/min","2"
"산업위생관리기사","2004","3","작업환경관리대책","60","전체 환기시설을 설치하기 위하여 필요한 조건들이다. 알맞는 것으로만 짝지어진 것은? \n\n㉠ 유해물질 발생량이 적어야 한다. \n㉡ 공기중 유해 물질의 농도가 높아 허용농도 이상이어야 한다. \n㉢ 독성이 높은 물질을 사용하는 곳이어야 한다. \n㉣ 유해물질 발생시 비교적 균일하여 한다.","","㉠㉢","㉠㉣","㉡㉢","㉡㉣","2"
"산업위생관리기사","2004","3","물리적유해인자관리","61","0℃,1기압의 공기중에서 파장이 5m인 음의 주파수는?","","33㎐","44㎐","55㎐","66㎐","4"
