Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
산업안전기사,2013,1,안전관리론,1,"매슬로우의 욕구단계이론에서 편견없이 받아들이는 성향, 타인과의 거리를 유지하며 사생활을 즐기거나 창의적 성격으로 봉사, 특별히 좋아하는 사람과 긴밀한 관계를 유지하려는 인간의 욕구에 해당하는 것은?",,생리적 욕구,사회적 욕구,자아실현의 욕구,안전에 대한 욕구,3
산업안전기사,2013,1,안전관리론,2,"다음 중 산업안전보건법상 사업내 안전보건·교육에 있어 관리감독자의 정기 안전보건·교육내용에 해당하지 않는 것은? (단, 산업안전보건법 및 일반관리에 관한 사항은 제외한다.)",,정리정돈 및 청소에 관한 사항,산업보건 및 직업병 예방에 관한 사항,유해·위험 작업환경 관리에 관한 사항,표준안전작업방법 및 지도 요령에 관한 사항,1
산업안전기사,2013,1,안전관리론,3,"다음 중 준비, 교시, 연합, 총괄, 응용 시키는 사고과정의 기술교육 진행방법에 해당하는 것은?",,듀이의 사고과정,대도 교육 단계이론,하버드학파의 교수법,MTP(Management Training Program),3
산업안전기사,2013,1,안전관리론,4,다음 중 관리감독자를 대상으로 교육하는 TWI의 교육내용이 아닌 것은?,,문제해결훈련,작업지도훈련,인간관계훈련,작업방법훈련,1
산업안전기사,2013,1,안전관리론,5,다음 중 일반적으로 피로의 회복대책에 가장 효과적인 방법은?,,휴식과 수면을 취한다.,충분한 영양(음식)을 섭취한다.,땀을 낼 수 있는 근력운동을 한다.,"모임 참여, 동료와의 대화 등을 통하여 기분을 전환 한다.",1
산업안전기사,2013,1,안전관리론,6,다음 중 버즈(Bird)의 사고 발생 도미노 이론에서 직접원인은 무엇이라고 하는가?,,통제,징후,손실,위험,2
산업안전기사,2013,1,안전관리론,7,다음 중 하인리히의 재해 손실비용 산정에 있어서 1 : 4 의 비율은 각각 무엇을 의미하는가?,,치료비의 보상비의 비율,급료와 손해보상의 비율,직접손실비와 간접손실비의 비율,보험지급비와 비보험손실비의 비용,3
산업안전기사,2013,1,안전관리론,8,"상시근로자수가 100명인 사업장에서 1일 8시간씩 연간 280일 근무하였을 때, 1명의 사망사고와 4건의 재해로 인하여 180일을 휴업일수가 발생하였다. 이 사업장의 종합재해지수는 약 얼마인가?",,22.32,27.59,34.14,56.42,2
산업안전기사,2013,1,안전관리론,9,다음 중 학생이 자기 학습속도에 따른 학습이 허용되어 있는 상태에서 학습자가 프로그램 자료를 가지고 단독으로 학습하도록 하는 교육방법은?,,토의법,모의법,실연법,프로그램 학습법,4
산업안전기사,2013,1,안전관리론,10,다음 중 산업안전보건법령상 안전보건·표지의 종류에 있어 금지표지에 해당하지 않는 것은?,,금연,사용금지,물체이동금지,유해물질접촉금지,4
산업안전기사,2013,1,안전관리론,11,다음 중 안전관리조직의 목적과 가장 거리가 먼 것은?,,조직적인 사고예방활동,위험제거기술의 수준 향상,재해손실의 산정 및 작업통제,조직간 종적·횡적 신속한 정보처리와 유대강화,3
산업안전기사,2013,1,안전관리론,12,다음 중 안전교육의 원칙과 가장 거리가 먼 것은?,,피교육자 입장에서 교육한다.,동기부여를 위주로 한 교육을 실시한다.,오감을 통한 기능적인 이해를 돕도록 한다.,어려운 것부터 쉬운 것을 중심으로 실시하여 이해를 돕는다.,4
산업안전기사,2013,1,안전관리론,13,다음 중 인사관리의 목적을 가장 올바르게 나타낸 것은?,,사람과 일과의 관계,사람과 기계와의 관계,기계와 적성과의 관계,사람과 시간과의 관계,1
산업안전기사,2013,1,안전관리론,14,다음 중 안전점검을 실시할 때 유의 사항으로 옳지 않는 것은?,,안전점검은 안전수준의 향상을 위한 본래의 취지에 어긋나지 않아야 한다.,점검자의 능력을 판단하고 그 능력에 상응하는 내용의 점검을 시키도록 한다.,안전점검이 끝나고 강평을 할 때는 결함만을 지적하여 시정 조치토록 한다.,과거에 재해가 발생한 곳은 그 요인이 없어졌는가를 확인한다.,3
산업안전기사,2013,1,안전관리론,15,다음 중 무재해운동에 관한 설명으로 틀린 것은?,,제3자의 행위에 의한 업무상 재해는 무재해로 본다.,"'요양'이란 부상 등의 치료를 말하며 입원은 포함되나 재가, 통원은 제외한다.",'무재해'란 무재해운동 시행사업장에서 근로자가 업무에 기인하여 사망 또는 4일 이상의 요양을 요하는 부상 또는 질병에 이환되지 않는 것을 말한다.,업무수행 중의 사고 중 천재지변 또는 돌발적인 사고로 인한 구조행위 또는 긴급피난 중 발생한 사고는 무재해로 본다.,2
산업안전기사,2013,1,안전관리론,16,다음 중 구체적인 동기유발요인에 속하지 않는 것은?,,기회,자세,인정,참여,2
산업안전기사,2013,1,안전관리론,17,다음 중 보호구에 관한 설명으로 옳은 것은?,,"차광용보안경의 사용구분에 따른 종류에는 자외선용, 적외선용, 복합용, 용접용이 있다.","귀마개는 처음에는 저음만을 차단하는 제품부터 사용하며, 일정 기간이 지난 후 고음까지를 모두 차단할 수 있는 제품을 사용한다.",유해물질이 발생하는 산소결핍지역에서는 필히 방독 마스크를 착용하여야 한다.,선반작업과 같이 손에 재해가 많이 발생하는 작업장에서는 장갑착용을 의무화한다.,1
산업안전기사,2013,1,안전관리론,18,산업재해의 발생 형태 중 사람이 평면상으로 넘어졌을 때의 사고 유형은 무엇이라 하는가?,,비래,전도,도괴,추락,2
산업안전기사,2013,1,안전관리론,19,다음 중 위험예지훈련을 실시할 때 현상 파악이나 대책수립 단계에서 시행하는 BS(Brainstorming)원칙에 어긋나는 것은?,,자유롭게 본인의 아이디어를 제시한다.,타인의 아이디어에 대하여 평가하지 않는다.,사소한 아이디어라도 가능한 한 많이 제시하도록 한다.,타인의 아이디어를 활용하여 변형한 의견은 제시하지 않도록 한다.,4
산업안전기사,2013,1,안전관리론,20,다음 중 산업안전보건법령상 안전보건관리책임자 등의 안전보건교육시간 기준으로 틀린 것은?,,보건관리자의 보수교육 : 24시간이상,안전관리자의 신규교육 : 34시간이상,안전보건관리책임자의 보수교육 : 6시간이상,재해예방전문지도기관 종사자의 신규교육 : 24시간이상,4
산업안전기사,2013,1,인간공학 및 시스템안전공학,21,다음 중 흐름공정도(Flow Process Chart)에서 기호와 의미가 잘못 연결된 것은?,,⃟ : 검사,▽ : 저장,화살표 : 운반,○ : 가공,1
산업안전기사,2013,1,인간공학 및 시스템안전공학,22,다음 중 강한 음영 때문에 근로자의 눈 피로도가 큰 조명방법은?,,간접조명,반간접조명,직접조명,전반조명,3
산업안전기사,2013,1,인간공학 및 시스템안전공학,23,다음 중 인간의 눈이 일반적으로 완전암조응에 걸리는데 소요되는 시간은?,,5 ~ 10분,10 ~ 20분,30 ~ 40분,50 ~ 60분,3
산업안전기사,2013,1,인간공학 및 시스템안전공학,24,시스템 안전 프로그램에 있어 시스템의 수명 주기를 일반적으로 5단계로 구분할 수 있는데 다음 중 시스템 수명주기의 단계에 해당하지 않는 것은?,,구상단계,생산단계,운전단계,분석단계,4
산업안전기사,2013,1,인간공학 및 시스템안전공학,25,"다음 중 청각적 표시장치보다 시각적 표시장치를 이용하는 경우가 더 유리한 경우는?(문제 오류로 실제 시험에서는 2, 4번이 정답 처리되었습니다. 여기서는 2번을 누르면 정답 처리 됩니다.)",,메시지가 간단한 경우,메시지가 추후에 재참조되는 경우,직무상 수신자가 자주 움직이는 경우,메시지가 즉각적인 행동을 요구하지 않는 경우,2
산업안전기사,2013,1,인간공학 및 시스템안전공학,26,다음 중 인체계측자료의 응용원칙에 있어 조절 범위에서 수용하는 통상의 범위는 몇 %tile 정도인가?,,5 ~ 95%tile,20 ~ 80%tile,30 ~ 70%tile,40 ~ 60%tile,1
산업안전기사,2013,1,인간공학 및 시스템안전공학,27,설비관리 책임자 A는 동종 업종의 TPM 추진사례를 벤치마킹하여 설비관리 효율화를 꾀하고자 한다. 그 중 작업자 본인이 직접 운전하는 설비의 마모율 저하를 위하여 설비의 윤활관리를 일상에서 직접 행하는 활동과 가장 관계가 깊은 TPM 추진단계는?,,개별개선활동단계,자주보전활동단계,계획보전활동단계,개량보전활동단계,2
산업안전기사,2013,1,인간공학 및 시스템안전공학,28,"어떠한 신호가 전달하려는 내용과 연관성이 있어야 하는 것으로 정의되며, 예로써 위험신호는 빨간색, 주의신호는 노란색, 안전신호는 파란색으로 표시하는 것은 다음 중 어떠한 양립성(compatibility)에 해당하는가?",,공간양립성,개념양립성,동작양립성,형식양립성,2
산업안전기사,2013,1,인간공학 및 시스템안전공학,29,"다음 [그림]과 같은 시스템의 신뢰도는 얼마인가? (단, 숫자는 해당 부품의 신뢰도이다.)",O,0.567,0.6422,0.7371,0.8582,3
산업안전기사,2013,1,인간공학 및 시스템안전공학,30,다음 중 FTA에서 특정 조합의 기본사상들이 동시에 결함을 발생하였을 때 정상사상을 일으키는 기본사상의 집합을 무엇이라 하는가?,,cut set,error set,path set,success set,1
산업안전기사,2013,1,인간공학 및 시스템안전공학,31,다음 중 소음의 1일 노출시간과 소음강도의 기준이 잘못 연결된 것은?,,8hr - 90dB(A),2hr - 100dB(A),1/2hr - 110dB(A),1/4hr - 120dB(A),4
산업안전기사,2013,1,인간공학 및 시스템안전공학,32,FTA에서 사용하는 수정게이트의 종류에서 3개의 입력현상 중 2개가 발생할 경우 출력이 생기는 것은?,,우선적 AND 게이트,조합 AND 게이트,위험지속기호,배타적 OR 게이트,2
산업안전기사,2013,1,인간공학 및 시스템안전공학,33,"중량물 들기 작업을 수행하는데, 5분간의 산소소비량을 측정한 결과, 90L의 배기량 중에 산소가 16%, 이산화탄소가 4%로 분석되었다. 해당 작업에 대한 분당 산소소비량은 얼마인가? (단, 공기 중 질소는 79vol%, 산소는 21vol%이다.)",,0.948,1.948,4.74,5.74,1
산업안전기사,2013,1,인간공학 및 시스템안전공학,34,다음 중 근골격계부담작업에 속하지 않는 것은?,,하루에 10회 이상 25kg 이상의 물체를 드는 작업,"하루에 총 2시간 이상 목, 어깨, 팔꿈치, 손목 또는 손을 사용하여 같은 동작을 반복하는 작업",하루에 총 2시간 이상 쪼그리고 앉거나 무릎을 굽힌 자세에서 이루어지는 작업,하루에 총 2시간 이상 시간당 5회 이상 손 또는 무릎을 사용하여 반복적으로 충격을 가하는 작업,4
산업안전기사,2013,1,인간공학 및 시스템안전공학,35,다음 중 항공기나 우주선 비행 등에서 허위감각으로 부터 생긴 방향감각의 혼란과 착각 등의 오판을 해결하는 방법으로 가장 적절하지 않은 것은?,,주위의 다른 물체에 주의를 한다.,정상비행 훈련을 반복하여 오판을 줄인다.,여러 가지의 착각의 성질과 발생상황을 이해한다.,정확한 방향 감각 암시신호를 의존하는 것을 익힌다.,2
산업안전기사,2013,1,인간공학 및 시스템안전공학,36,다음 중 컷셋과 패스셋에 관한 설명으로 옳은 것은?,,동일한 시스템에서 패스셋의 개수와 컷셋의 개수는 같다.,패스셋은 동시에 발생했을 때 정상사상을 유발하는 사상들의 집합이다.,일반적으로 시스템에서 최소 컷셋의 개수가 늘어나면 위험수준이 높아진다.,일반적으로 시스템에서 최소 컷셋 내의 사상 개수가 적어지면 위험 수준이 낮아진다.,3
산업안전기사,2013,1,인간공학 및 시스템안전공학,37,다음 중 FMEA(Failure Mode and Effect Analysis)가 가장 유효한 경우는?,,일정 고장률을 달성하고자 하는 경우,고장 발생을 최소로 하고자 하는 경우,마멸 고장만 발생하도록 하고 싶은 경우,시험 시간을 단축하고자 하는 경우,2
산업안전기사,2013,1,인간공학 및 시스템안전공학,38,다음 중 자동화시스템에서 인간의 기능으로 적절하지 않은 것은?,,설비 보전,작업계획 수립,조정 장치로 기계를 통제,모니터로 작업 상황 감시,3
산업안전기사,2013,1,인간공학 및 시스템안전공학,39,다음 중 안전성 평가의 기본원칙 6단계에 해당되지 않는 것은?,,정성적 평가,관계 자료의 정비검토,안전대책,작업 조건의 평가,4
산업안전기사,2013,1,인간공학 및 시스템안전공학,40,다음 중 제조업의 유해·위험방지계획서 제출 대상 사업장에서 제출하여야 하는 유해·위험방지계획서의 첨부서류와 가장 거리가 먼 것은?,,공사개요서,건축물 각 층의 평면도,기계·설비의 배치도면,"원재료 및 제품의 취급, 제조 등의 작업방법의 개요",1
산업안전기사,2013,1,기계위험방지기술,41,다음 중 세이퍼의 작업시 안전수칙으로 틀린 것은?,,바이트를 짧게 고정한다.,공작물을 견고하게 고정한다.,"가드, 방책, 칩받이 등을 설치한다.",운전자가 바이트의 운동방향에 선다.,4
산업안전기사,2013,1,기계위험방지기술,42,천장크레인에 중량 3kN의 화물을 2줄로 매달았을 때 매달기용 와이어(sling wire)에 걸리는 장력은 얼마인가? (단. 슬링와이어 2줄 사이의 각도는 55° 이다.),,1.3kN,1.7kN,2.0kN,2.3kN,2
산업안전기사,2013,1,기계위험방지기술,43,"산업안전보건법령에 따라 보일러의 안전한 가동을 위하여 보일러 규격에 맞는 압력방출장치를 압력방출장치가 2개 이상 설치된 경우에는 최고사용압력 이하에서 1개가 작동되고, 다른 압력방출장치는 얼마 이하에서 작동되도록 부착하여야 하는가?",,최저사용압력 1.03배,최저사용압력 1.05배,최고사용압력 1.03배,최고사용압력 1.05배,4
산업안전기사,2013,1,기계위험방지기술,44,다음 중 밀링머신 작업의 안전수칙으로 적절하지 않은 것은?,,강력절삭을 할 때는 일감을 바이스로부터 길게 물린다.,일감을 측정할 때에는 반드시 정지시킨 다음에 한다.,상하 이송장치의 핸들을 사용 후 반드시 빼 두어야 한다.,커터는 될 수 있는 한 컬럼에 가깝게 설치한다.,1
산업안전기사,2013,1,기계위험방지기술,45,다음 중 드릴작업의 안전사항이 아닌 것은?,,옷소매가 길거나 찢어진 옷은 입지 않는다.,회전하는 드릴에 걸레 등을 가까이 하지 않는다.,"작고, 길이가 긴 물건은 플라이어로 잡고 뚫는다.",스핀들에서 드릴을 뽑아낼 때에는 드릴 아래에 손을 내밀지 않는다.,3
