"건설안전기사","2012","2","인간공학 및 시스템안전공학","56","다음 중 수공구 설계의 기본원리로 가장 적절하지 않은 것은?","","손잡이의 단면이 원형을 이루어야 한다.","정밀작업을 요하는 손잡이의 직경은 2.5 ~ 4cm로 한다.","일반적으로 손잡이의 길이는 95%tile 남성의 손 폭을 기준으로 한다.","동력공구의 손잡이는 두 손가락 이상으로 작동하도록 한다.","2"
"건설안전기사","2012","2","인간공학 및 시스템안전공학","57","금속세정작업장에서 실시하는 안전성 평가단계를 다음과 같이 5가지로 구분할 때 다음 중 4단계에 해당하는 것은?\n- 재평가\n- 안전대책\n- 정성적 평가\n- 정량적 평가\n- 관계 자료의 작성준비","","안전대책","정성적 평가","정량적 평가","재평가","1"
"건설안전기사","2012","2","인간공학 및 시스템안전공학","58","다음 중 위험관리에 있어 위험조정기술로 가장 적절하지 않은 것은?","","책임(responsibility)","위험 감축(reduction)","보류(retention)","위험 회피(avoidance)","1"
"건설안전기사","2012","2","인간공학 및 시스템안전공학","59","다음 중 신체의 열교환과정을 나타내는 공식으로 올바른 것은?(단, ΔS는 신체열함량변화, M은 대사열발생량, W는 수행한 일, R는 복사열교환량, C는 대류열교환량, E는 증발열발산량을 의미한다.)","","ΔS = ( M - W ) ± R ± C - E","ΔS = ( M + W ) ± R ± C + E","ΔS = ( M - W ) + R + C ± E","ΔS = ( M - W ) - R - C ± E","1"
"건설안전기사","2012","2","인간공학 및 시스템안전공학","60","다음 중 기계 또는 설비에 이상이나 오동작이 발생하여도 안전사고를 발생시키지 않도록 2중 또는 3중으로 통제를 가하도록 한 체계에 속하지 않는 것은?","","다경로하중구조","하중경감구조","교대구조","격리구조","4"
"건설안전기사","2012","2","전기위험방지기술","61","레디믹스트콘크리트(ready mixed concrete)의 슬럼프가 80mm이상 일 때의 슬럼프 허용오차 기준으로 옳은 것은?","","± 10mm","± 15mm","± 20mm","± 25mm","4"
"건설안전기사","2012","2","전기위험방지기술","62","어스앵커 공법에 관한 설명 중 옳지 않은 것은?","","인근구조물이나 지중매설물에 관계없이 시공이 가능하다.","앵커체가 각각의 구조체이므로 적용성이 좋다.","앵커에 프리스트레스를 주기 때문에 흙막이벽의 변형을 방지하고 주변 지반의 침하를 최소한으로 억제할 수 있다.","본 구조물의 바닥과 기둥의 위치에 관계없이 앵커를 설치할 수도 있다.","1"
"건설안전기사","2012","2","전기위험방지기술","63","고층건축물 시공 시 사용하는 재료와 인력의 수직이동을 위해 설치하는 장비는?","","리프트카","크레인","윈치","데릭","1"
"건설안전기사","2012","2","전기위험방지기술","64","말뚝지정 중 강재말뚝에 대한 설명으로 옳지 않은 것은?","","자재의 이음 부위가 안전하게 소요길이의 조정이 자유롭다.","기성콘크리트말뚝에 비해 중량으로 운반이 쉽지 않다.","지중에서의 부식 우려가 높다.","상부구조물과의 결합이 용이하다.","2"
"건설안전기사","2012","2","전기위험방지기술","65","네트워크공정표에서 후속작업의 가장 빠른 개시시간(ETS)에 영향을 주지 않는 범위 내에서 한 작업이 가질 수 있는 여유시간을 의미하는 것은?","","전체여유(TF)","자유여유(FF)","간섭여유(IF)","종속여유(DF)","2"
"건설안전기사","2012","2","전기위험방지기술","66","흙에 접하는 내력벽에 쓰이는 D16 이하 철근의 최소 피복두께는?","","30mm","40mm","50mm","60mm","2"
"건설안전기사","2012","2","전기위험방지기술","67","ALC 블록공사의 비내력벽쌓기에 대한 기준으로 옳지 않은 것은?","","슬래브나 방습턱 위에 고름 모르타르를 10 ~ 20mm 두께로 깐 후 첫단 블록을 올려놓고 고무망치 등을 이용하여 수평을 잡는다.","쌓기 모르타르는 교반기를 사용하여 배합하며 2시간 이내에 사용해야 한다.","줄눈의 두께는 1 ~ 3mm 정도로 한다.","블록 상⋅하단의 겹침길이는 블록길이의 1/3 ~ 1/2을 원칙으로 하고 100mm 이상으로 한다.","2"
"건설안전기사","2012","2","전기위험방지기술","68","건축시공의 현대화 방안 중 3S system과 관계가 없는 사항은?","","작업의 표준화","작업의 기계화","작업의 단순화","작업의 전문화","2"
"건설안전기사","2012","2","전기위험방지기술","69","벽식 철근콘크리트 구조를 시공할 경우, 벽과 바닥의 콘크리트 타설을 한번에 가능하게 하기 위하여 벽체용 거푸집과 슬래브거푸집을 일체로 제작하여 한번에 설치하고 해체할 수 있도록 한 시스템 거푸집은?","","갱폼","클라이밍폼","슬림폼","터널폼","4"
"건설안전기사","2012","2","전기위험방지기술","70","벽돌쌓기에 대한 설명 중 옳지 않은 것은?","","벽돌쌓기 전에 벽돌은 완전히 건조시켜야 한다.","하루 벽돌의 쌓는 높이는 1.2m를 표준으로 하고 최대 1.5m 이내로 한다.","벽돌벽이 블록벽과 서로 직각으로 만날 때는 연결 철물을 만들어 블록 3단마다 보강하며 쌓는다.","사춤모르타르는 일반적으로 3 ~ 5켜마다 한다.","1"
"건설안전기사","2012","2","전기위험방지기술","71","흙막이 지지공법 중 수평버팀대 공법에 대한 장⋅단점으로 옳지 않은 것은?","","토질에 대해 영향을 적게 받는다.","가설구조물이 적어 중장비작업이나 토량제거작업의 능률이 좋다.","인근 대지로 공사범위가 넘어가지 않는다.","강재를 전용함에 따라 재료비가 비교적 적게 든다.","2"
"건설안전기사","2012","2","전기위험방지기술","72","석공사에 사용하는 석재 중에서 수성암계에 해당하지 않는 것은?","","사암","석회암","안산암","응회암","3"
"건설안전기사","2012","2","전기위험방지기술","73","용접결함 중 용접금속과 모재가 융합되지 않고 단순히 겹쳐지는 것을 무엇이라 하는가?","","언더컷(under cut)","크레이터(crater)","크랙(crack)","오버랩(overlap)","4"
"건설안전기사","2012","2","전기위험방지기술","74","다음과 같은 조건의 굴삭기로 2시간 작업할 경우의 작업량은 얼마인가?(단, 버켓용량 0.8m$^3$, 사이클타임 40초, 작업효율 0.8, 굴삭계수 0.7, 굴삭토의 용적변화계수 1.1)","","128.5m$^3$","107.7m$^3$","88.7m$^3$","66.5m$^3$","3"
"건설안전기사","2012","2","전기위험방지기술","75","철골보와 콘크리트 슬래브를 연결하는 쉬어 커넥터(shear connector)의 역할을 하는 부재의 명칭은?","","리인포싱 바(reinforcing bar)","가이데릭(guy derrick)","메탈 서포트(metal support)","스터드(stud)","4"
