"Test Name","Year","Session","Subject","Number","Question","Question_image","Option 1","Option 2","Option 3","Option 4","Answer"
"국가7급","2022","나","안전관리론","1","하인리히(H. W. Heinrich)의 도미노이론을 구성하는 요소에 해당하지 않는 것은?","","작전적 에러","사회적 환경 및 유전적 요소","불안전한 행동 및 상태","개인적 결함","1"
"국가7급","2022","나","안전관리론","2","폭발 물질의 물리적 상태에 따른 분류 중 응상폭발에 해당하는 것은?","","증기폭발","가스폭발","분진폭발","분해폭발","1"
"국가7급","2022","나","안전관리론","3","동기부여이론 중 성취 욕구가 높은 사람의 특징을 다음과 같이 제시한 것은?\n○ 일의 추진상황을 구체적으로 알고 싶어 한다.\n○ 성공에서 얻게 되는 보수보다는 성취 그 자체에 관심이 있다.\n○ 일에 전념하여 목표가 달성될 때까지 노력한다.","","맥그리거(D. M. McGregor)의 X이론․Y이론","데이비스(K. Davis)의 동기부여이론","알더퍼(C. P. Alderfer)의 ERG이론","맥클랜드(D. C. McClelland)의 성취동기이론","4"
"국가7급","2022","나","안전관리론","4","인간의 판단과정 착오요인에 해당하는 것은?","","자기합리화","감각차단현상","정보량 저장 능력의 한계","생리적․심리적 능력의 한계","1"
"국가7급","2022","나","안전관리론","5","매슬로우(A. H. Maslow)의 욕구 5단계 이론에서 자존심, 명예, 성취, 지위 등을 인정받으려는 욕구는?","","안전 욕구","존경 욕구","사회적 욕구","자아실현의 욕구","2"
"국가7급","2022","나","안전관리론","6","산업안전보건법 시행규칙 상 사업주가 실시하는 근로자 안전보건교육 중 관리감독자 정기교육의 내용에 해당하지 않는 것은?","","산업안전 및 사고 예방에 관한 사항","산업보건 및 직업병 예방에 관한 사항","건강증진 및 질병 예방에 관한 사항","유해․위험 작업환경 관리에 관한 사항","3"
"국가7급","2022","나","안전관리론","7","사업장에서 실시하는 정량적 위험성평가 기법에 해당하는 것은?","","체크리스트(Checklist)","예비위험 분석(PHA)","사건수 분석(ETA)","위험과 운전 분석(HAZOP)","3"
"국가7급","2022","나","안전관리론","8","건물화재 시 산소가 부족하여 불완전 연소 상태에 있는 실내에서 산소가 갑자기 다량으로 공급될 때 순간적으로 폭발하듯 발화하는 현상은?","","훈소(Smoldering)","백드래프트(Backdraft)","플래시오버(Flash-Over)","롤오버(Roll-Over)","2"
"국가7급","2022","나","안전관리론","9","식품안전기본법 상 용어에 대한 정의로 옳지 않은 것은?","","'식품'이란 의약으로서 섭취하는 것을 포함한 모든 음식물을 말한다.","'관계중앙행정기관'이란 기획재정부․교육부․농림축산식품부․산업통상자원부․보건복지부․환경부․해양수산부․식품의약품안전처․관세청․농촌진흥청 및 질병관리청을 말한다.","'위해성평가'란 식품등에 존재하는 위해요소가 인체의 건강을 해하거나 해할 우려가 있는지 여부와 그 정도를 과학적으로 평가하는 것을 말한다.","'추적조사'란 식품등의 생산․판매등의 과정에 관한 정보를 추적하여 조사하는 것을 말한다.","1"
"국가7급","2022","나","안전관리론","10","소방기본법 시행령 상 보일러 등의 위치․구조 및 관리와 화재예방을 위하여 불의 사용에 있어서 지켜야 하는 사항 중 '수소가스를 넣는 기구'에 대한 내용으로 옳지 않은 것은?","","연통 그 밖의 화기를 사용하는 시설의 부근에서 띄우거나 머물게 하여서는 아니된다.","건축물의 지붕에서 띄워서는 아니된다. 다만, 지붕이 불연재료로 된 평지붕으로서 그 넓이가 기구 지름 2배 이상인 경우에는 그러지 아니하다.","수소가스를 넣거나 빼는 때에는 통풍이 잘 되는 옥외의 장소에서 하여야 한다.","수소가스는 용량의 80퍼센트 이상을 유지하여야 한다.","4"
