Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2011,3,인간공학개론,1,다음 중 인간공학의 연구 목적과 가장 거리가 먼 것은?,text_only,인간의 특성에 적합한 기계나 도구의 설계,인간의 특성에 맞는 작업환경 및 작업방법의 설계,인간오류의 특성을 연구하여 사고를 예방,병리학을 연구하여 인간의 질병퇴치에 기여,4
인간공학기사,2011,3,인간공학개론,2,다음 중 빛이 단위면적당 어떤 물체의 표면에서 반사 또는 방출되어 나온 양을 의미하는 휘도(brightness)를 나타내는 단위는?,text_only,fL,cd,lux,lumen,1
인간공학기사,2011,3,인간공학개론,3,다음 중 정적 인체 측정 자료를 동적 자료로 변환할 때 활용될 수 있는 크로머(Kroemer)의 경험 법칙을 설명한 것으로 틀린 것은?,text_only,"키, 눈, 어깨, 엉덩이 등의 높이는 3% 정도 줄어든다.","팔꿈치 높이는 대개 변화가 없지만, 작업 중 5%까지 증가하는 경우가 있다.",앉은 무릎높이 또는 오금 높이는 굽 높은 구두를 신지 않는 한 변화가 없다.,"전방 및 측방 팔길이는 편안한 자세에서 30% 정도 늘어나고, 어깨와 몸통을 심하게 돌리면 20% 정도 감소한다.",4
인간공학기사,2011,3,인간공학개론,4,다음과 같은 인간의 정보처리모델에서 구성요소의 위치(A~D)와 해당 용어가 잘못 연결된 것은?,O,A - 주의,B - 작업기억,C - 단기기억,D - 피드백,3
인간공학기사,2011,3,인간공학개론,5,음압수준이 120dB인 1000Hz 순음의 sone값은 얼마인가?,text_only,256,128,64,32,1
인간공학기사,2011,3,인간공학개론,6,다음 중 직렬시스템과 병렬시스템의 특성에 대한 설명으로 옳은 것은?,text_only,직렬시스템에서 요소의 개수가 증가하면 시스템의 신뢰도도 증가한다.,병렬시스템에서 요수의 개수가 증가하면 시스템의 신뢰도는 감소한다.,시스템의 높은 신뢰도를 안정적으로 유지하기 위해서는 병렬시스템으로 설계하여야 한다.,일반적으로 병렬시스템으로 구성된 시스템은 직렬 시스템으로 구성된 시스템보다 비용이 감소한다.,3
인간공학기사,2011,3,인간공학개론,7,회전운동을 하는 조종장치의 레버를 30° 움직였을 때가 있는 표시장치의 커서는 2cm 이동하였다. 레버의 길이가 10cm일 때 이 조종장치의 C/R비는 약 얼마인가?,text_only,2.62,5.24,8.33,10.48,1
인간공학기사,2011,3,인간공학개론,8,"다음 중 시스템의 고장률이 지시함수를 따를 때 이 시스템의 신뢰도를 올바르게 표시한 것은? (단, 고장률은 λ, 가동시간은 t, 신뢰도는 R(t)로 표시한다.)",text_only,$R(t) = e^{-\lambda t}$,$R(t) = e^{-\lambda t^2}$,$R(t) = e^{-\frac{\lambda}{t}}$,$R(t) = e^{-\frac{\lambda}{t}}$,1
인간공학기사,2011,3,인간공학개론,9,다음 중 변화감지역(JND)과 웨버(Weber)의 법칙에 관한 설명으로 틀린 것은?,text_only,물리적 자극을 상대적으로 판단하는데 있어 특정감각의 변화감지역으로 사용되는 표준 자극에 비례한다.,동일한 양의 인식(감각)의 증가를 얻기 위해서는 자극을 지수적으로 증가해야 한다.,"웨버(Weber)비는 분별의 질을 나타내며, 비가 작을수록 분별력이 떨어진다.","변화감지역은 동기, 적응, 연습, 피로 등의 요소에 의해서도 좌우된다.",3
인간공학기사,2011,3,인간공학개론,10,다음 중 정보이론의 응용과 가장 거리가 먼 것은?,text_only,자극의 수에 따른 반응시간 설정,Hick-Hyman 법칙,Magic number = 7±2,주의 집중과 이중 과업,4
