Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2019,1,인간공학개론,1,인간의 피부가 느끼는 3종류의 감각에 속하지 않는 것은?,text_only,압각,통각,온각,미각,4
인간공학기사,2019,1,인간공학개론,2,"각각의 변수가 다음과 같을 때, 정보량을 구하는 식으로 틀린 것은?\n\nn : 대안의 수\np : 대안의 실현확률\np$_k$ : 각 대안의 실현확률\np$_i$ : 각 대안의 실현확률",O,H=log$_2$n,H=log$_2$(1/p),$H = \sum_{i=1}^{n} p_i \log_2(\frac{1}{p_i})$,$H = \sum_{k=0}^{n} p_k + \log_2(\frac{1}{p_k})$,4
인간공학기사,2019,1,인간공학개론,3,물리적 공간의 구성 요소를 배열하는데 적용될 수 있는 원리에 대한 설명으로 틀린 것은?,text_only,사용빈도 원리-자주 사용되는 구성요소를 편리한 위치에 두어야 한다.,기능성 원리-대표 기능을 수행하는 구성 요소를 편리한 위치에 배치해야 한다.,중요도 원리-시스템 목표 달성에 중요한 구성요소를 편리한 위치에 두어야 한다.,사용 순서 원리-구성 요소들 간의 관련 순서나 사용 패턴에 따라 배치해야 한다.,2
인간공학기사,2019,1,인간공학개론,4,어떤 시스템의 사용성을 평가하기 위해 사용하는 기준으로 적절하지 않은 것은?,text_only,효율성,학습용이성,가격 대비 성능,기억용이성,3
인간공학기사,2019,1,인간공학개론,5,Fitts의 법칙에 관한 설명으로 맞는 것은?,text_only,"표적이 작을수록, 이동거리가 짧을수록 작업의 난이도와 소요 이동시간이 증가한다.","표적이 작을수록, 이동거리가 길수록 작업의 난이도와 소요 이동시간이 증가한다.","표적이 클수록, 이동거리가 길수록 작업의 난이도와 소요 이동시간이 증가한다.","표적이 클수록, 이동거리가 짧을수록 작업의 난이도와 소요 이동시간이 증가한다.",2
인간공학기사,2019,1,인간공학개론,6,귀의 청각 과정이 순서대로 올바르게 나열된 것은?,text_only,신경전도→액체전도→공기전도,공기전도→액체전도→신경전도,액체전도→공기전도→신경전도,신경전도→공기전도→액체전도,2
인간공학기사,2019,1,인간공학개론,7,신호검출이론을 적용하기에 가장 적합하지 않은 것은?,text_only,의료진단,정보량 측정,음파탐지,품질 검사과업,2
인간공학기사,2019,1,인간공학개론,8,"회전운동을 하는 조종장치의 레버를 30° 움직였을 때 표시장치의 커서는 4cm이동하였다. 레버의 길이가 20cm일 때, 이 조종 장치의 C/R 비는 약 얼마인가?",text_only,2.62,5.24,8.33,10.48,1
인간공학기사,2019,1,인간공학개론,9,밀러(Miller)의 신비의 수(Magic Number) 7±2와 관련이 있는 인간의 정보처리 계통은?,text_only,장기기억,단기기억,감각기관,제어기관,2
인간공학기사,2019,1,인간공학개론,10,"인간공학 연구에 사용되는 기준(criterion, 종속변수) 중 인적 기준(human criterion)에 해당하지 않은 것은?",text_only,보전도,사고 빈도,주관적 반응,인간 성능,1
