Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer
소방설비기사(전기분야),2014,2,소방원론,1,내화건축물과 비교한 목조건축물 화재의 일반적인 특징을 옳게 나타낸 것은?,,"고온, 단시간형","저온, 단시간형","고온, 장시간형","저온, 장시간형",1
소방설비기사(전기분야),2014,2,소방원론,2,열전달의 대표적인 3가지 방법에 해당하지 않는 것은?,,전도,복사,대류,대전,4
소방설비기사(전기분야),2014,2,소방원론,3,기연성 가스의 화재 위험성에 대한 설명으로 가장 옳지 않은 것은?,,연소한계가 넓을수록 위험하다.,온도가 높을수록 위험하다.,인화점이 높을수록 위험하다.,연소범위가 넓을수록 위험하다.,3
소방설비기사(전기분야),2014,2,소방원론,4,화재에 대한 설명으로 옳지 않은 것은?,,"인간이 제어하여 인류의 문화, 문명의 발달을 가져오게 한 근본적인 존재를 말한다.",물을 사용하는 사람의 부주의와 불안전한 상태에서 발생되는 것를 말한다.,"불로 인하여 사람의 신체, 생명 및 재산상의 손실을 가져다주는 재앙을 말한다.","실화, 방화로 발생하는 연소현상을 말하며 사람에게 유익하지 못한 해로운 불을 말한다.",1
소방설비기사(전기분야),2014,2,소방원론,5,다음 중 인화점이 가장 낮은 물질은?,,산화프로필렌,이황화탄소,메틸알코올,등유,1
소방설비기사(전기분야),2014,2,소방원론,6,연기의 감광계수(m$^{-1}$)에 대한 설명으로 옳은 것은?,,0.5는 거의 앞이 보이지 않을 정도이다.,10은 회재 최성기 때의 농도이다.,0.5는 가시거리가 20~30m 정도이다.,10은 연기량지기가 작동하기 직전의 농도이다.,2
소방설비기사(전기분야),2014,2,소방원론,7,소화를 하기 위한 산소농도를 알 수 있다면 CO$_2$소화의 사용시 설소 소화농도를 구하는 식은?,O,$CO_2[\%]=21\times\left(\frac{100-O_2\%}{100}\right)$,$CO_2[\%]=\left(\frac{21-O_2\%}{21}\right)\times100$,$CO_2[\%]=21\times\left(\frac{O_2\%}{100}-1\right)$,$CO_2[\%]=\left(\frac{21\times O_2\%}{100}-1\right)$,2
소방설비기사(전기분야),2014,2,소방원론,8,다음 중 이산화탄소의 3중점에 가장 가까운 온도는?,,-48℃,-57℃,-62℃,-75℃,2
소방설비기사(전기분야),2014,2,소방원론,9,"화재 시 발생하는 연소가스 중 인체에서 혈액의 산소운반을 저해하고 두통, 근육조절의 장애를 일으키는 것은?",,CO$_2$,CO,HCN,H$_2$S,2
소방설비기사(전기분야),2014,2,소방원론,10,다음 중 조연성 가스에 해당하는 것은?,,일산화탄소,산소,수소,무탄,2
