Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2013,1,인간공학개론,1,다음 중 인간공학에 관한 설명으로 가장 적절하지 않은 것은?,text_only,인간의 특성 및 한계를 고려한다.,인간을 기계와 작업에 맞추는 학문이다.,인간 활동의 최적화를 연구하는 학문이다.,"편리성, 안정성, 효율성을 제고하는 학문이다.",2
인간공학기사,2013,1,인간공학개론,2,다음 중 귀의 청각 과정이 순서대로 올바르게 나열된 것은?,text_only,공기전도 → 액체전도 → 신경전도,신경전도 → 액체전도 → 공기전도,액체전도 → 공기전도 → 신경전도,신경전도 → 공기전도 → 액체전도,1
인간공학기사,2013,1,인간공학개론,3,다음 중 인체측정 자료를 이용한 설계원칙에 있어 조절식 설계에 관한 설명으로 옳은 것은?,text_only,대상 집단내의 일부 사용자만 수용할 수 있는 설계 원리이다.,최대치나 최소치를 사용하는 것이 기술적으로 어려운 경우에 활용한다.,"문의 높이, 비상 탈출구의 크기 등의 설계에 적용할 수 있다.",인체측정 자료의 복잡성을 다루지 않아도 된다는 장점이 있다.,2
인간공학기사,2013,1,인간공학개론,4,다음 중 조종장치와 표시장치에 대한 통제비와 관련된 설명으로 틀린 것은?,text_only,C/D비 혹은 C/R비라 한다.,매슬로우(Maslow)에 의하여 개발된 이론이다.,통제기기와 시각 표시기기 간의 조작 민감성 정도를 나타낸다.,"최적 통제비는 제어장치의 종류, 표시크기, 허용오차 등 시스템 매개변수에 영향을 받는다.",2
인간공학기사,2013,1,인간공학개론,5,반사경 없이 모든 방향으로 빛을 발하는 점광원에서 2m 떨어진 곳의 조도가 100 lux 라면 3m 떨어진 곳에서의 조도는 약 얼마인가?,text_only,44.4 lux,66.7 lux,100 lux,150 lux,1
인간공학기사,2013,1,인간공학개론,6,다음 중 실험실이 아닌 현장에서 실시되는 인간공학 연구의 일반적인 특징에 해당하는 것은?,text_only,실험 변수 제어가 용이하다.,많은 횟수의 반복적 실험이 가능하다.,좀 더 정확한 자료를 수집할 수 있다.,연구 결과를 현실 세계의 작업 환경에 일반화 시키기가 용이하다.,4
인간공학기사,2013,1,인간공학개론,7,다음 중 인간 기억의 여러 가지 형태에 대한 설명으로 틀린 것은?,text_only,단기기억의 용량은 보통 7청크(chunk)이며 학습에 의해 무한히 커질 수 있다.,자극을 받은 후 단기기억에 저장되기 전에 시각적인 정보는 아이코닉 기억(Iconic memory)에 잠시 저장된다.,계속해서 갱신해야 하는 단기기억의 용량은 보통의 단기기억 용량보다 작다.,단기기억에 있는 내용을 반복하여 학습(research)하면 장기기억으로 저장된다.,1
인간공학기사,2013,1,인간공학개론,8,다음 중 사용자 인터페이스에 대한 정의로 가장 적절하지 않은 것은?,text_only,사용성이란 사용자가 의도한 대로 제품을 사용할 수 있는 정도이다.,최고 경영자의 관점에서 제품을 설계하는 것을 사용자 중심 설계라고 한다.,"사용성은 학습용이성, 효율성, 기억용이성, 주관적 만족도와 관련이 크다.",사용자가 어떤 장비를 사용하여 작업할 경우 정보의 상호 전달이 이루어지는 부분을 사용자 인터페이스 라고 한다.,2
인간공학기사,2013,1,인간공학개론,9,다음 중 표시장치에 관한 설명으로 옳은 것은?,text_only,정보가 복잡한 경우 시각적 표시장치보다 청각적 표시 장치가 더 유리하다.,정보의 내용이 짧은 경우 청각적 표시장치보다 시각적 표시장치가 더 유리하다.,정보가 후에 재 참조되지 않는 경우 청각적 표시장치보다 시각적 표시장치가 더 유리하다.,정보가 즉각적인 행동을 요구하는 경우에는 시각적 표시장치보다 청각적 표시장치가 더 유리하다.,4
인간공학기사,2013,1,인간공학개론,10,다음 중 음에 관련된 단위가 아닌 것은?,text_only,dB,sone,fL,phon,3
인간공학기사,2013,1,인간공학개론,11,다음 중 작업공간에 관한 설명으로 가장 적절하지 않은 것은?,text_only,"한 장소에 앉아서 수행하는 작업 활동에서, 사람이 작업하는데 사용하는 공간을 '작업공간 포락면'(work-space envelope) 이라 부른다.","'정상 작업역'은 윗 팔을 자연스럽게 수직으로 늘어뜨린 채, 아래팔만으로 편하게 뻗어 파악할 수 있는 구역이다.",'최대 작업역'은 아래팔과 윗 팔을 곧게 펴서 파악할 수 있는 구역이다.,접근 가능 거리는 필요한 인체치수의 95%tile 치수를 이용한다.,4
인간공학기사,2013,1,인간공학개론,12,다음 중 인간의 감지능력에 대한 설명으로 틀린 것은?,text_only,JND가 클수록 감각의 변화를 검출하기 쉽다.,Weber비는 감각의 감지에 대한 민감도를 나타낸다.,특정 감각의 감지능력은 JND(Just Noticeable Difference)로 표현된다.,Weber비가 작을수록 분별력이 뛰어난 감각이라 할 수 있다.,1
인간공학기사,2013,1,인간공학개론,13,"표시장치를 사용할 때 자극 전체를 직접 나타내거나 재생시키는 대신, 정보나 자극을 암호화하는 데 있어서 지켜야 할 일반적 지침으로 볼 수 없는 것은?",text_only,암호의 민감성,암호의 양립성,암호의 변별성,암호의 검출성,1
인간공학기사,2013,1,인간공학개론,14,다음 중 기능적 인체치수(functional body dimension) 측정에 대한 설명으로 가장 적절한 것은?,text_only,앉은 상태에서만 측정하여야 한다.,5~95%tile에 대해서만 정의된다.,신체부위의 동작범위를 측정하여야 한다.,움직이지 않는 표준자세에서 측정하여야 한다.,3
인간공학기사,2013,1,인간공학개론,15,한 사람이 손바닥에 100g의 추를 놓고 이 추와 구별할 수 있는 최소한의 무게 증가를 알아 보았더니 10g 으로 판정되었다. Webber의 법칙을 따를 경우 동일한 사람이 1000g 자리의 추와 구분할 수 있는 최소한의 무게 증가는 얼마인가?,text_only,10g,50g,100g,150g,3
인간공학기사,2013,1,인간공학개론,16,다음 중 인간의 후각 특성에 대한 설명으로 틀린 것은?,text_only,훈련을 통하면 식별 능력을 향상시킬 수 있다.,특정한 냄새에 대한 절대적 식별 능력은 떨어진다.,후각은 특정 물질이나 개인에 따라 민감도의 차이가 있다.,후각은 훈련을 통하여 일상적인 냄새의 수를 최대 10가지 종류에 대하여 식별이 가능하다.,4
인간공학기사,2013,1,인간공학개론,17,"다음 중 인간의 정보처리과정, 기억의 능력과 한계 등에 관한 정보를 고려한 설계와 가장 관계가 깊은 것은?",text_only,계면 설계,사용자 중심의 설계,인지 특성을 고려한 설계,신체 특성을 고려한 설계,3
인간공학기사,2013,1,인간공학개론,18,각각의 변수가 다음과 같을 때 정보량을 구하는 식으로 틀린 것은?\n\nn : 대안의 수\np : 대안의 실현확률\npk : 각 대안의 실현확률\npi : 각 대안의 실현확률,O,$H = \log_2 n$,$H = \sum_{i=1}^{n} P_i + \log_2 (\frac{1}{n})$,$H = \log_2 (\frac{1}{p})$,$H = \sum_{i=1}^{n} P_i \log_2 (\frac{1}{p_i})$,2
인간공학기사,2013,1,인간공학개론,19,다음 중 인간-기계의 체계에서 인간이 표시장치를 감지한 후에 발생하는 것은?,text_only,제어,출력,입력,정보처리,4
인간공학기사,2013,1,인간공학개론,20,다음 중 시력에 관한 설명으로 틀린 것은?,text_only,"눈의 조절능력이 불충분한 경우, 근시 또는 원시가 된다.",시력은 세부적인 내용을 시각적으로 식별할 수 있는 능력을 말한다.,눈이 초점을 맞출 수 없는 가장 먼 거리를 원점이라 하는데 정상 시각에서 원점은 거의 무한하다.,여러 유형의 시력은 주로 망막 위에 초점이 맞추어지도록 홍채의 근육에 의한 눈의 조절능력에 달려있다.,4
인간공학기사,2013,1,작업생리학,21,다음 중 사무실 내의 추천반사율(reflectance)의 크기가 큰 것부터 작은 순서대로 올바르게 나열된 것은?,text_only,천정 > 바닥 > 벽,바닥 > 벽 > 천정,천정 > 벽 > 바닥,벽 > 천정 > 바닥,3
인간공학기사,2013,1,작업생리학,22,다음 중 단일자극에 의해 발생하는 1회의 수축과 이완 과정을 무엇이라 하는가?,text_only,강축(tetanus),연축(twitch),긴장(tones),강직(rigor),2
인간공학기사,2013,1,작업생리학,23,작업장의 소음 노출정도를 측정한 결과 다음 표와 같은 결과를 얻었다. 이 작업장에서 근무하는 근로자의 소음노출지수는 약 얼마인가?\n\n| 소음수준[dB(A)] | 노출시간(h) | 허용기준(h) |\n| --- | --- | --- |\n| 80 | 3 | 54 |\n| 90 | 4 | 8 |\n| 100 | 1 | 2 |,text_only,1.01,1.05,1.1,1.15,2
인간공학기사,2013,1,작업생리학,24,다음 중 신체 반응 측정 장비와 내용을 잘못 짝지은 것은?,text_only,"EMG-정신적 스트레스를 측정, 기록한다.",EEG-뇌의 활동에 따른 전위 변화를 기록한다.,"ECG-심장근의 수축에 따른 전기적 변화를 피부에 부착한 전극들로 검출, 증폭 기록한다.",EOG-안구를 사이에 두고 수평과 수직 방향으로 붙인 전극간의 전위차를 증폭시켜 여러 방향에서 안구 운동을 기록한다.,1
인간공학기사,2013,1,작업생리학,25,다음 중 실효온도(effective temperature)에 관한 설명으로 틀린 것은?,text_only,실효온도가 증가할수록 육체작업의 기능은 저하된다.,상대습도가 75%일 때의 특정 온도로 느끼는 열적 온감이다.,"온도, 습도 및 공기 이동이 인체에 미치는 효과를 나타내는 경험적 감각지수이다.","실효온도는 저온조건에서는 습도의 영향을 과대평가하고, 고온조건에서는 과소평가한다.",2
인간공학기사,2013,1,작업생리학,26,다음 중 정신부하의 측정에 사용되는 것은?,text_only,부정맥,산소소비량,혈압,에너지소비량,1
인간공학기사,2013,1,작업생리학,27,다음 중 진동이 인체에 미치는 영향이 아닌 것은?,text_only,산소소비량 증가,심박수 감소,근장력 증가,말초혈관의 수축,2
인간공학기사,2013,1,작업생리학,28,다음 중 관절의 연결형태가 안장관절(saddle joint)에 해당하는 것은?,O,image_2013_1_28_1,image_2013_1_28_2,image_2013_1_28_3,image_2013_1_28_4,3
인간공학기사,2013,1,작업생리학,29,다음 중 정적 평형상태에 대한 설명으로 틀린 것은?,text_only,힘이 거리에 반비례하여 발생한다.,물체나 신체가 움직이지 않는 상태이다.,작용하는 모든 힘의 총합이 0인 상태이다.,작용하는 모든 모멘트의 총합이 0인 상태이다.,1
인간공학기사,2013,1,작업생리학,30,다음 중 전체환기가 필요한 경우로 가장 적절하지 않은 것은?,text_only,유해물질의 독성이 적을 때,실내에 오염물 발생이 많지 않을 때,실내 오염 배출원이 분산되어 있을 때,실내에 확산된 오염물의 농도가 전체로 보아 일정하지 않을 때,4
인간공학기사,2013,1,작업생리학,31,다음 중 생리적 측정을 주관적 평점등급으로 대체하기 위하여 개발된 평가척도는?,text_only,Likert Scale,Garg Scale,Fitts Scale,Borg-RPE Scale,4
인간공학기사,2013,1,작업생리학,32,"작업자의 배기를 10분 동안 수집한 결과 200L이었고, 총 배기량 중 산소는 15%, 이산화탄소는 5%였다. 분당 산소소비량은 얼마인가? (단, 공기 중 산소는 21vol%, 질소는 79vol%가 존재하는 것으로 한다.)",text_only,1.25L,12.5L,20.25L,202.5L,1
인간공학기사,2013,1,작업생리학,33,다음 중 팔을 수평으로 편 위치에서 수직위치로 내릴 때처럼 신체 중심선을 향한 신체부위의 동작은?,text_only,flexion,adduction,extension,abduction,2
인간공학기사,2013,1,작업생리학,34,다음 중 점광원으로부터 어떤 물체나 표면에 도달하는 빛의 밀도를 나타내는 단위로 옳은 것은?,text_only,Lambert,candela,nit,lumen/m$^2$,4
인간공학기사,2013,1,작업생리학,35,다음 중 사업장에서 발생하는 소음의 노출기준을 정할 때 고려대상과 가장 거리가 먼 것은?,text_only,소음의 크기,소음의 높낮이,소음의 지속시간,소음 발생체의 물리적 특성,4
인간공학기사,2013,1,작업생리학,36,다음 중 근육 수축 또는 이완시 생성 및 소모되는 물질(에너지원)이 아닌 것은?,text_only,ATP(adenosine triphosphate),CP(creatine phosphate),글리콜리시스(glycolysis),글리코겐(glycogen),3
인간공학기사,2013,1,작업생리학,37,다음 중 근력(strength)과 지구력(endurance)에 대한 설명으로 틀린 것은?,text_only,동적근력(dynamic strength)을 등속력(isokinetic strength) 이라한다.,정적근력(static strength)을 등척력(isometric strength) 이라한다.,지구력(endurance)이란 근육을 사용하여 간헐적인 힘을 유지할 수 있는 활동을 말한다.,"근육이 발휘하는 힘은 근육의 최대자율수축(MVC, maximum voluntary contraction)에 대한 백분율로 나타낸다.",3
인간공학기사,2013,1,작업생리학,38,다음 중 에너지소비량에 관한 설명으로 틀린 것은?,text_only,휴식시의 에너지소비량은 대략 분당 0.1kcal정도 이다.,작업의 에너지소비량으로 단위 시간당 산소소비량을 고려한다.,"작업방법, 작업 자세, 작업속도 등은 에너지 소비수준에 영향을 미치는 인자이다.",에너지소비량은 단위 시간당 산소소비량에 대하여 일반적으로 5kcal를 곱하여 산출한다.,1
인간공학기사,2013,1,작업생리학,39,다음 중 근육 구조에 관한 설명으로 틀린 것은?,text_only,수축이나 이완 시 actin이나 myosin의 길이가 변한다.,골격근의 기본구조 단위는 근세포인 근섬유(muscle fiber) 이다.,myosin은 두꺼운 필라멘트로 근섬유 분절의 가운데 위치하고 있다.,"골격근은 그 종류에 따라 외관상 색으로 구별이 가능하며, 적근, 백근, 중간근 으로 구별할 수 있다.",1
인간공학기사,2013,1,작업생리학,40,다음 중 육체적 작업에 필요한 산소와 포도당이 근육에 원활히 공급되기 위해 나타나는 순환기 계통의 생리적 반응이 아닌 것은?,text_only,심박출량 증가,심박수의 증가,혈압감소,혈류의 재분배,3
인간공학기사,2013,1,산업심리학 및 관계법규,41,다음 중 민주적 리더십에 관한 내용으로 옳은 것은?,text_only,리더에 의한 모든 정책의 결정,리더의 지원에 의한 집단 토론식 결정,리더의 과업 및 과업 수행 구성원 지정,리더의 최고 개입 또는 개인적인 결정의 완전한 자유,2
인간공학기사,2013,1,산업심리학 및 관계법규,42,10명으로 구성된 집단에서 소시오메트리(sociometry)연구를 사용하여 조사한 결과 긍정적인 상호작용을 맺고 있는 것이 16쌍일 때 이 집단의 응집성지수는 약 얼마인가?,text_only,0.222,0.356,0.401,0.504,2
인간공학기사,2013,1,산업심리학 및 관계법규,43,다음 중 작업에 수반되는 피로를 줄이기 위한 대책으로 적절하지 않은 것은?,text_only,작업부하의 경감,작업속도의 조절,동적 동작의 제거,작업 및 휴식시간의 조절,3
