Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2011,1,인간공학개론,1,다음 중 신호검출이론에 대한 설명으로 옳은 것은?,text_only,잡음에 실린 신호의 분포는 잡음만의 분포와 구분되지 않아야 한다.,신호의 유무를 판정함에 있어 반응대안은 2가지뿐이다.,"판정 기준은 β(신호/노이즈)이며, β>1이며 보수적이고, β<1이면 자유적이다",신호검출의 민감도에서 신호와 잡음간의 두 분포가 가까울수록 판정자는 신호와 잡음을 정확하게 판별하기 쉽다.,3
인간공학기사,2011,1,인간공학개론,2,다음 중 음 세기(Sound Intensity)에 관한 설명으로 옳은 것은?,text_only,음 세기의 단위는 Hz이다.,음 세기는 소리의 고저와 관련이 있다.,음 세기는 단위시간에 단위 면적을 통과하는 음의 에너지를 말한다.,음압수준(Sound Pressure Level) 측정시 주로 1000Hz 순음을 기준 음압으로 사용한다.,3
인간공학기사,2011,1,인간공학개론,3,다음 중 시(視)감각 체계에 관한 설명으로 틀린 것은?,text_only,안구의 수정체는 공막에 정확한 이미지를 맺히도록 형태를 스스로 조절하는 일을 담당한다.,망막의 표면에는 빛을 감지하는 광수용기인 원추체와 간상체가 분포되어 있다.,동공은 조도가 낮을 때는 많은 빛을 통과시키기 위해 확대된다.,1디옵터는 1미터 거리에 있는 물체를 보기 위해 요구되는 조절능(操切能)이다.,1
인간공학기사,2011,1,인간공학개론,4,다음 중 인체측정자료의 최대치를 기준으로 설계하는 것이 가장 적당한 경우는?,text_only,탈출구 및 통로,선반의 높이,조정 장치까지의 거리,자동차 운전자 좌석,1
인간공학기사,2011,1,인간공학개론,5,"계기판에 등이 9개가 있고, 그 중 하나에만 불이 켜지는 경우에 정보량은 몇 bit인가?",text_only,2,3,4,8,2
인간공학기사,2011,1,인간공학개론,6,다음 중 정보이론에 관한 설명으로 틀린 것은?,text_only,인간에게 입력되는 것은 감각기관을 통해서 받은 정보이다.,간접적 원자극의 경우 암호화된 자극과 재생된 자극의 1가지 유형이 있다.,자극은 크게 원자극(distal stimuli)과 근자극(proximal stimuli)으로 나눌 수 있다.,"암호화(coded)된 자극이란 현미경, 보청기 같은 것에 의하여 감지되는 자극을 말한다.",4
인간공학기사,2011,1,인간공학개론,7,다음 중 작업장에서 인간공학을 적용함으로써 얻게 되는 효과로 볼 수 없는 것은?,text_only,작업손실시간의 감소,회사의 생산성 증가,노·사간의 신뢰성 저하,건강하고 안전한 작업조건 마련,3
인간공학기사,2011,1,인간공학개론,8,새로운 광도 수준에 대한 눈의 적응을 무엇이라 하는가?,text_only,시력,순응,간상체,조도,2
인간공학기사,2011,1,인간공학개론,9,다음 중 Fitts의 법칙에 관한 설명으로 옳은 것은?,text_only,"표적이 작을수록, 이동거리가 길수록 작업의 난이도와 소요 이동시간이 증가한다.","표적이 클수록, 이동거리가 길수록 작업의 난이도와 소요 이동시간이 증가한다.",표적과 이동거리는 작업의 난이도와 소요 이동시간과 무관하다.,"표적이 작을수록, 이동거리가 짧을수록 작업의 난이도와 소요 이동시간이 증가한다.",1
인간공학기사,2011,1,인간공학개론,10,다음 중 인간의 후각 특성에 대한 설명으로 틀린 것은?,text_only,후각은 특정 물질이나 개인에 따라 민감도의 차이가 있다.,특정한 냄새에 대한 절대적 식별 능력은 떨어진다.,훈련을 통하면 식별 능력을 향상시킬 수 있다.,후각은 냄새 존재 여부보다는 특정 자극을 식별하는데 사용되는 것이 효과적이다.,4
인간공학기사,2011,1,인간공학개론,11,그림은 인간-기계 통합 체계의 인간 또는 기계에 의해서 수행되는 기본 기능의 유형이다. 다음 중 그림의 A부분에 해당하는 내용은?,O,정보보관,정보수용,신체제어,통신,1
인간공학기사,2011,1,인간공학개론,12,다음 중 인체측정에 관한 설명으로 옳은 것은?,text_only,인체 측정기는 별도로 지정된 사항이 없다.,제품설계에 필요한 측정 자료는 대부분 정규분포를 따른다.,특정된 고정 자세에서 측정하는 것을 기능적 인체치수라 한다.,특정 동작을 행하면서 측정하는 것을 구조적 인체치수라 한다.,2
인간공학기사,2011,1,인간공학개론,13,다음 중 인간의 작업 기억(working memory)에 관한 설명으로 틀린 것은?,text_only,정보를 감지하여 작업 기억으로 이전하기 위해서 주의(attention) 자원이 필요하다.,청각정보보다 시각정보를 작업 기억 내에 더 오래 기억할 수 있다.,작업 기억에 저장할 수 있는 정보량의 한계는 웨버의 법칙(Weber's law)에 따른다.,작업 기억 내에 정보의 의미 있는 단위(chunk)로 저장이 가능하다.,3
인간공학기사,2011,1,인간공학개론,14,"다음 중 온도, 압력, 속도와 같이 연속적으로 변하는 변수의 대략적인 값이나 추세 등을 알고자 할 경우 가장 적절한 표시장치는?",text_only,묘사적 표시장치,추상적 표시장치,정량적 표시장치,정성적 표시장치,4
인간공학기사,2011,1,인간공학개론,15,다음 중 사용성에 관한 설명으로 틀린 것은?,text_only,편리하게 제품을 사용하도록 하는 원칙이다.,실험 평가로 사용성을 검증할 수 있다.,사용성은 반드시 전문가가 평가하여야 한다.,"학습성, 에러방지, 효율성, 만족도 등의 원칙이 있다.",3
인간공학기사,2011,1,인간공학개론,16,다음 중 신호나 경보등의 검출성에 영향을 미치는 요인과 가장 거리가 먼 것은?,text_only,노출시간,점멸속도,배경광,반응시간,4
인간공학기사,2011,1,인간공학개론,17,"인간이 기계를 조종하여 임무를 수행해야 하는 인간-기계체계가 있다. 인간의 신뢰도가 0.9, 기계의 신뢰도가 0.8이라면 이 인간-기계 통합 체계의 신뢰도는 얼마인가?",text_only,0.72,0.81,0.64,0.98,1
인간공학기사,2011,1,인간공학개론,18,2가지 이상의 신호가 인접하여 제시되었을 때 이를 구별하는 것은 인간의 청각 신호 수신기능 중에서 어느 것과 관련이 있는가?,text_only,위치 판별,절대 식별,상대 식별,청각 신호검출,3
인간공학기사,2011,1,인간공학개론,19,다음 중 부품 배치의 원칙이 아닌 것은?,text_only,크기별 배치의 원칙,중요성의 원칙,기능별 배치의 원칙,사용 빈도의 원칙,1
인간공학기사,2011,1,인간공학개론,20,막식 스위치(Membrane Switch)의 키 누름 과업에 있어 피드백 기법으로 볼 수 없는 것은?,text_only,키 이동 거리(distance),엠보싱(Embossing),스냅 돔(Snap Dome),청각음(Auditory Tone),1
인간공학기사,2011,1,작업생리학,21,다음 중 소음에 의한 청력손실이 가장 심하게 발생할 수 있는 주파수는?,text_only,500Hz,1000Hz,4000Hz,10000Hz,3
인간공학기사,2011,1,작업생리학,22,다음 중 교대작업으로 적절하지 않은 것은?,text_only,12시간 교대제가 적정하다.,야간근무는 2~3일 이상 연속하지 않는다.,야간근무의 교대는 심야에 하지 않도록 한다.,야간근무 종료 후에는 48시간 이상의 휴식을 갖도록 한다.,1
인간공학기사,2011,1,작업생리학,23,근력의 측정에 있어 동적근력 측정에 관한 설명으로 옳은 것은?,text_only,피검자가 고정물체에 대하여 최대 힘을 내도록 하여 평가한다.,근육의 피로를 피하기 위하여 지속시간은 10초 미만으로 한다.,4~6초 동안 힘을 발휘하게 하면서 순간 최대 힘과 3초 동안의 평균 힘을 기록한다.,가속도와 관절 각도의 변화가 힘의 발위와 측정에 영향을 미쳐서 측정이 어렵다.,4
인간공학기사,2011,1,작업생리학,24,운동하는 물체에 힘이 가해지지 않으면 그 물체는 운동상태를 바꾸지 않고 등속 직선운동을 계속하려는 것을 나타내는 법칙은?,text_only,관성의 법칙,가속도의 법칙,작용-반작용의 법칙,오른손의 법칙,1
인간공학기사,2011,1,작업생리학,25,1cd의 점광원으로부터 3m 거리에 떨어진 구면의 조도는 몇 럭(lux)가 되겠는가?,text_only,01월 09일,01월 06일,01월 03일,01월 02일,1
인간공학기사,2011,1,작업생리학,26,다음 중 최대산소소비능력(MAP)에 관한 설명으로 틀린 것은?,text_only,산소섭취량이 일정하게 되는 수준을 말한다.,최대산소소비능력은 개인의 운동역량을 평가하는데 활용된다.,MAP를 측정하기 위해서 주로 트레드밀(treadmill)이나 자전거 에르고미터(ergometer)를 활용한다.,젊은 여성의 평균 MAP는 젊은 남성의 평균 MAP에 비해 20~30% 정도이다.,4
인간공학기사,2011,1,작업생리학,27,"습구온도가 40℃, 건구온도가 30℃일 때 0xford 지수는 얼마인가?",text_only,37℃,37.5℃,38℃,38.5℃,4
인간공학기사,2011,1,작업생리학,28,신체 부위의 동작 유형 중 관절에서의 각도가 감소하는 동작을 무엇이라고 하는가?,text_only,굴곡(flexion),신전(extension),내전(adduction),외전(abduction),1
인간공학기사,2011,1,작업생리학,29,"다음 중 인체의 구성과 기능을 수행하는 구조적, 기능적 기본단위는?",text_only,조직,세포,기관,계통,2
인간공학기사,2011,1,작업생리학,30,국부적인 근육 활동의 전위차를 측정하여 작업의 신체부담 정도를 평가하는 방법은?,text_only,근전도,산소소비율,점멸융합수파수,심점도,1
인간공학기사,2011,1,작업생리학,31,다음 중 정신적 작업부하에 관한 측정치가 아닌 것은?,text_only,부정맥지수,점멸융합수파수,뇌전도(EEG),심전도(ECG),4
인간공학기사,2011,1,작업생리학,32,"남성 작업자의 육체작업에 대한 에너지가를 평가한 결과 산소소모량이 2L/min이 나왔다. 작업자의 8시간에 대한 휴식시간은 약 몇 분 정도인가? (단, Murrell의 공식을 이용한다.)",text_only,282.4,82.4,142.1,41.2,1
인간공학기사,2011,1,작업생리학,33,다음 중 에너지소비량에 영향을 미치는 인자와 가장 거리가 먼 것은?,text_only,작업 자세,작업 순서,작업 방법,작업 속도,2
인간공학기사,2011,1,작업생리학,34,강도 높은 작읍을 일정 시간 동안 수행한 후 회복기에서 근육에 추가로 산소가 소비되는 것을 무엇이라 하는가?,text_only,산소결손,산소소비,산소부채,산소요구,3
인간공학기사,2011,1,작업생리학,35,다음 중 신경계에 대한 설명으로 틀린 것은?,text_only,"체신경계는 평활근, 심장근에 분포한다.",기능적으로는 체신경계오 자율신경계로 나눌 수 있다.,자율신경계는 교감신경계와 부교감신경계로 세분된다.,신경계는 구조적으로 중추신경계와 말초신경계로 나눌 수 있다.,1
인간공학기사,2011,1,작업생리학,36,다음 중 육체적 작업에서 생기는 생리적 반응로 틀린 것은?,text_only,산소소비량이 증가한다.,수축기와 이완기 혈압이 같이 상승한다.,신체 전체에 흐르는 혈류량의 재분배가 이루어진다.,"심장 박출량은 증가하지만, 심박수는 안정된다.",4
인간공학기사,2011,1,작업생리학,37,다음 중 척추의 구조에 있어 요추는 몇 개로 이루어져 있는가?,text_only,2개,5개,7개,12개,2
인간공학기사,2011,1,작업생리학,38,다음 중 소음에 의한 영향으로 틀린 것은?,text_only,맥박수가 증가한다.,12Hz에서는 발성에 영향을 준다.,1~3Hz에서 호흡이 힘들고 O$_2$의 소비가 증가한다.,신체의 공진현상은 서 있을 때가 앉아 있을 때보다 심하게 나타난다.,4
인간공학기사,2011,1,작업생리학,39,'강렬한 소음작업'이라 함은 몇 데시벨 이상의 소음이 1일 8시간 이상 발생되는 작업을 말하는가?,text_only,85,90,95,100,2
인간공학기사,2011,1,작업생리학,40,다음 중 실내의 면에서 추천반사율이 가장 높은 곳은?,text_only,바닥,천장,가구,벽,2
인간공학기사,2011,1,산업심리학 및 관계법규,41,다음 중 안전대책의 중심적인 내용이라 할 수 있는 3E에 포함되지 않는 것은?,text_only,Engineering,Economy,Education,Enforcement,2
인간공학기사,2011,1,산업심리학 및 관계법규,42,컨베이어 벨트에 앉아 있는 기계 작업자가 동료작업자에게 시동 버튼을 살짝 눌러서 벨트가 조금만 움직이다가 멈추게 하라고 일렀는데 이 동료작업자가 일시적으로 균형을 잃고 버튼을 완전히 눌러서 벨트가 전속력으로 움직여서 기계작업자가 강철 사이로 끌려 들어가는 사고를 당했다. 동료작업자가 일으킨 휴먼에러는 스웨인(Swain)의 휴먼에러 분류 중 어떠한 에러에 해당하는가?,text_only,extraneous error,omission error,sequential error,commission,4
인간공학기사,2011,1,산업심리학 및 관계법규,43,"Hick's Law에 따르면 인간의 반응시간은 정보량에 비례한다. 단순 반응에 소요되는 시간이 150ms이고, 단위 정보량당 증가되는 반응시간이 200ms이라고 한다면, 2bits의 정보량을 요구하는 작업에서의 예상 반응시간은 몇 mms인가?",text_only,400,500,550,700,3
인간공학기사,2011,1,산업심리학 및 관계법규,44,다음 중 피로의 생리학적(physiologcal) 측정방법과 거리가 먼 것은?,text_only,근전도 측정(EMG),뇌파 측정(EEG),심전도 측정(ECG),변별역치 측정(촉각계),4
인간공학기사,2011,1,산업심리학 및 관계법규,45,"개인의 성격을 건강과 관련하여 연구하는 성격 유형 중 사람의 특성이 공격성, 지나친 경쟁, 시간에 대한 압박감, 쉽게 분출하는 적개심, 안절부절 못함 등의 성격을 가지는 행동 양식은?",text_only,A형 행동양식,B형 행동양식,C형 행동양식,D형 행동양식,1
인간공학기사,2011,1,산업심리학 및 관계법규,46,"소비자의 생명이나 신체, 재산상의 피해를 끼치거나 끼칠 우려가 있는 제품에 대하여 제조 또는 유통시킨 업자가 자발적 또는 의무적으로 대상 제품의 위험성을 소비자에게 알리고 제품을 회수하여 수리, 교환, 환불 등의 적절한 시정조치를 해주는 제도는?",text_only,제조물책임(PL)법,리콜(recall)제도,애프터서비스제도,소비자보호법,2
인간공학기사,2011,1,산업심리학 및 관계법규,47,"리더십은 교육 훈련에 의해서 향상되므로, 좋은 리더는 육성될 수 있다는 가정을 하는 리더십 이론은?",text_only,특성접근법,상황접근법,행동접근법,제한적 특질접근법,3
인간공학기사,2011,1,산업심리학 및 관계법규,48,다음 중 스트레스에 관한 설명으로 틀린 것은?,text_only,지나친 스트레스를 지속적으로 받으면 인체는 자기조절능력을 상실할 수 있다.,위협적인 환경특성에 대한 개인의 반응이라고 볼 수 있다.,스트레스 수준은 작업성과와 정비례의 관계에 있다.,적정수준의 스트레스는 작업성과에 긍정적으로 작용한다.,3
인간공학기사,2011,1,산업심리학 및 관계법규,49,주의의 특성 중 여러 종류의 자극을 지각할 때 소수의 특정한 것에 한하여 선택하는 기능을 무엇이라 하는가?,text_only,변동성,단속성,선택성,혼란성,3
인간공학기사,2011,1,산업심리학 및 관계법규,50,휴먼 에러의 예방대책 중 회전하는 모터의 덮개를 벗기면 모터가 정지하는 방식에 해당하는 것은?,text_only,정보의 피드백,경보시스템의 정비,대중의 선호도 활용,풀 푸르프(fool proof) 시스템 도입,4
인간공학기사,2011,1,산업심리학 및 관계법규,51,호손(Hawthorne)의 실험결과 작업자의 작업능률에 영향을 미치는 주요한 요인은?,text_only,작업조건,생산방식,인간관계,작업자 특성,3
인간공학기사,2011,1,산업심리학 및 관계법규,52,다음 중 모든 입력이 동시에 발생해야만 출력이 발생되는 논리조작을 나타내는 FT도의 논리기호 명칭은?,text_only,부정 게이트,AND 게이트,OR 게이트,기본사상,2
인간공학기사,2011,1,산업심리학 및 관계법규,53,다음 중 최고 상위에서부터 최하위의 단계에 이르는 모든 직위가 단일 명령권한의 라인으로 연결된 조직형태는?,text_only,직능식 조직,직계식 조직,직계·참모 조직,프로젝트 조직,2
인간공학기사,2011,1,산업심리학 및 관계법규,54,"연간 1000명의 근로자가 근무하는 사업장에서 연간 24건의 재해가 발생하고, 의사진단에 의한 총휴업일수는 8760일 이었다. 이 사업장의 도수율과 강도율은 각각 얼마인가?",text_only,"도수율:10, 강도율:6","도수율:15, 강도율:3","도수율:15, 강도율:6","도수율:10, 강도율:3",4
인간공학기사,2011,1,산업심리학 및 관계법규,55,다음 중 인간 신뢰도에 대한 설명으로 옳은 것은?,text_only,인간 신뢰도는 인간의 성능이 특정한 기간 동안 실수를 범하지 않은 확률로 정의된다.,반복되는 이산적 직무에서 인간실수확률은 단위시간당 실패수로 표현된다.,THERP는 완전 독립에서 완전 정(政)종속까지의 비연속을 종속정도에 따라 3수준으로 분류하여 직무의 종속성을 고려한다.,"연속적 직무에서 인간의 실수율이 불변(stationary)이고, 실수과정이 과거와 무관(independent)라다면 실수과정은 베르누이과정으로 묘사된다.",1
인간공학기사,2011,1,산업심리학 및 관계법규,56,인간의 본질에 대한 기본 가정을 부정적인 시각과 긍정적인 시각으로 구분하여 주장한 동기이론은?,text_only,ERG이론,역할이론,XY이론,기대이론,3
인간공학기사,2011,1,산업심리학 및 관계법규,57,다음 중 조직이 리더에게 부여하는 권한의 유형으로 볼 수 없는 것은?,text_only,보상적 권한,강압적 권한,작위적 권한,합법적 권한,3
인간공학기사,2011,1,산업심리학 및 관계법규,58,다음 중 하인리히(Heinrich)가 제시한 재해발생 과정의 도미노 이론 5단계에 해당하지 않는 것은?,text_only,사고,개인적 결함,기본원인,불안전한 행동 및 불안전한 상태,3
인간공학기사,2011,1,산업심리학 및 관계법규,59,다음 중 스트레스를 조직 수준에서 관리하는 방안으로 적절하지 않은 것은?,text_only,참여 관리,경력 개발,직무 재설계,도구적 지원,4
