Test Name,Year,Session,Subject,Number,Question,image,Option 1,Option 2,Option 3,Option 4,Answer
인간공학기사,2015,1,인간공학개론,1,다음 중 은행이나 관공서의 접수창구의 높이를 설계하는 기준으로 가장 적절한 것은?,text_only,조절범위의 원칙,최소집단치를 위한 원칙,최대집단치를 위한 원칙,평균치를 위한 원칙,4
인간공학기사,2015,1,인간공학개론,2,"검은 상자 안에 붉은 공, 검은 공, 그리고 흰 공이 있다. 각 공의 추출 확률은 붉은 공 0.25, 검은 공 0.125, 그리고 흰 공 0.5이다. 추출될 공의 색을 예측하는데 필요한 평균 정보량(bit)은 약 얼마인가?",text_only,0.875,1.375,1.5,1.75,2
인간공학기사,2015,1,인간공학개론,3,체계분석 시에 인간공학으로부터 얻는 보상 및 가치와 거리가 가장 먼 것은?,text_only,인력 이용률 향상,사고 및 오용으로 부터의 손실감소,기계 및 설비 활용의 감소,생산 및 보전의 경제성 증대,3
인간공학기사,2015,1,인간공학개론,4,다음 중 시력의 척도와 그에 대한 설명으로 틀린 것은?,text_only,Vernier 시력-한 선과 다른 선의 측방향 변위(미세한 치우침)를 식별하는 능력,최소 가분 시력-대비가 다른 두 배경의 접점을 식별하는 능력,최소 인식 시력-배경으로부터 한 점을 식별하는 능력,입체 시력-깊이가 있는 하나의 물체에 대해 두 눈의 망막에서 수용할 때 상이나 그림의 차이를 분간하는 능력,2
인간공학기사,2015,1,인간공학개론,5,다음 중 전문가에 의한 사용성 평가방법은?,text_only,표적집단면접법(Focus Group Interview),사용자테스트(User Test),휴리스틱 평가(Heuristic Evaluation),설문조사(Questionnaire Survey),3
인간공학기사,2015,1,인간공학개론,6,다음 중 인간이 기계를 능가하는 기능에 해당하는 것은?,text_only,암호화된 정보를 신속하게 대량으로 보관한다.,완전히 새로운 해결책을 찾아낸다.,입력신호에 대해 신속하고 일관성 있게 반응한다.,주위가 소란하여도 효율적으로 작동한다.,2
인간공학기사,2015,1,인간공학개론,7,다음 중 정적 인체 측정 자료를 동적 자료로 변환할 때 활용될 수 있는 크로머(Kroemer)의 경험 법칙을 설명한 것으로 틀린 것은?,text_only,"키, 눈, 어깨, 엉덩이 등의 높이는 3% 정도 줄어든다.","팔꿈치 높이는 대개 변화가 없지만, 작업 중 5% 까지 증가하는 경우가 있다.",앉은 무릎높이 또는 오금 높이는 굽 높은 구두를 신지 않는 한 변화가 없다.,"전방 및 측방 팔길이는 편안한 자세에서 30%정도 늘어나고, 어깨와 몸통을 심하게 돌리면 20% 정도 감소한다.",4
인간공학기사,2015,1,인간공학개론,8,회전운동을 하는 조종장치의 레버를 60° 움직였을 때 표시장치의 커서는 10cm 이동하였다. 레버의 길이가 10cm일 때 이 조종장치의 C/R비는 약 얼마인가?,text_only,1.05,1.51,5.42,8.33,1
인간공학기사,2015,1,인간공학개론,9,실험연구에서 실험자가 연구하고 싶은 대상이 되는 변수를 무엇이라 하는가?,text_only,종속 변수,독립 변수,통제 변수,환경 변수,1
인간공학기사,2015,1,인간공학개론,10,다음 중 신호검출이론에서 판정기준(criterion)이 오른쪽으로 이동할 때 나타나는 현상으로 옳은 것은?,text_only,허위경보(false alarm)가 줄어든다.,신호(signal)의 수가 증가한다.,소음(noise)의 분포가 커진다.,"적중, 확률(실제 신호를 신호로 판단)이 높아진다.",1
인간공학기사,2015,1,인간공학개론,11,다음 중 눈의 구조에 관한 설명으로 옳은 것은?,text_only,망막은 카메라의 필름처럼 상이 맺혀지는 곳이다.,수정체는 눈에 들어오는 빛의 양을 조절한다.,동공은 홍채의 중심에 있는 부위로 시신경세포가 분포한다.,각막은 카메라의 렌즈와 같은 역할을 한다.,1
인간공학기사,2015,1,인간공학개론,12,그림은 인간-기계 통합 체계의 인간 또는 기계에 의해서 수행되는 기본 기능의 유형이다. 다음 중 그림의 A부분에 가장 적합한 내용은?,O,통신,확인,감지,신체제어,3
인간공학기사,2015,1,인간공학개론,13,다음 중 웨버(Weber)의 법칙을 따를 때 자극 감지 능력이 가장 뛰어난 것은?,text_only,미각,청각,무게,후각,3
인간공학기사,2015,1,인간공학개론,14,다음 중 정량적인 동적 표시 장치에 대한 설명으로 옳은 것은?,text_only,표시장치 설계시 끝이 둥근 지침이 권장된다.,계수형 표시장치는 자동차 속도계에 적합하다.,동침(動針)형 표시장치는 인식적 암시 신호를 나타내는데 적합하다.,눈금이 고정되고 지침이 움직이는 표시장치를 동목형 표시장치라 한다.,3
인간공학기사,2015,1,인간공학개론,15,"다음 중 음압수준(SPL)을 나타내는 공식으로 옳은 것은? (단, P$_0$는 기준 음압, P$_1$은 측정하고 하는 음압이다.)",O,$\text{SPL}(\text{dB}) = 20\log_{10}(\frac{P_0}{P_1})$,$\text{SPL}(\text{dB}) = 20\log_{10}(\frac{P_1}{P_0})$,$\text{SPL}(\text{dB}) = 10\log_{10}(\frac{P_1}{P_0})$,$\text{SPL}(\text{dB}) = 10\log_{10}(\frac{P_0}{P_1})$,2
인간공학기사,2015,1,인간공학개론,16,앉아서 작업하는 사람의 작업공간 설계 시 고려하여야 할 사항과 거리가 먼 것은?,text_only,작업공간 포락면은 팔을 뻗는 방향에 영향을 받는다.,실행하는 수작업의 성질에 따라 작업공간 포락면의 경계가 달라진다.,작업복장은 작업공간 포락면에 영향을 미친다.,신체 평형에 영향을 미치는 인자가 작업공간 포락면에 영향을 미친다.,4
